Country,1990,1990_lower, 1990_upper, 1990_Footnote, 1991,1991_lower, 1991_upper, 1991_Footnote, 1992,1992_lower, 1992_upper, 1992_Footnote, 1993,1993_lower, 1993_upper, 1993_Footnote, 1994,1994_lower, 1994_upper, 1994_Footnote, 1995,1995_lower, 1995_upper, 1995_Footnote, 1996,1996_lower, 1996_upper, 1996_Footnote, 1997,1997_lower, 1997_upper, 1997_Footnote, 1998,1998_lower, 1998_upper, 1998_Footnote, 1999,1999_lower, 1999_upper, 1999_Footnote, 2000,2000_lower, 2000_upper, 2000_Footnote, 2001,2001_lower, 2001_upper, 2001_Footnote, 2002,2002_lower, 2002_upper, 2002_Footnote, 2003,2003_lower, 2003_upper, 2003_Footnote, 2004,2004_lower, 2004_upper, 2004_Footnote, 2005,2005_lower, 2005_upper, 2005_Footnote, 2006,2006_lower, 2006_upper, 2006_Footnote, 2007,2007_lower, 2007_upper, 2007_Footnote, 2008,2008_lower, 2008_upper, 2008_Footnote, 2009,2009_lower, 2009_upper, 2009_Footnote, 2010,2010_lower, 2010_upper, 2010_Footnote, 2011,2011_lower, 2011_upper, 2011_Footnote, 2012,2012_lower, 2012_upper, 2012_Footnote, 2013,2013_lower, 2013_upper, 2013_Footnote, 2014,2014_lower, 2014_upper, 2014_Footnote, 2015,2015_lower, 2015_upper, 2015_Footnote, 2016,2016_lower, 2016_upper, 2016_Footnote, 2017,2017_lower, 2017_upper, 2017_Footnote, 2018,2018_lower, 2018_upper, 2018_Footnote, 2019,2019_lower, 2019_upper, 2019_Footnote, 2020,2020_lower, 2020_upper, 2020_Footnote
Guinea,1500 ,<1000 , 2700,,1800 ,<1000 , 3300,,2200 ,1000 , 4100,,2700 ,1200 , 4900,,3100 ,1400 , 5800,,3600 ,1600 , 6700,,4100 ,1900 , 7500,,4500 ,2100 , 8400,,4900 ,2300 , 9000,,5200 ,2400 , 9600,,5500 ,2600 , 10 000,,5800 ,2700 , 11 000,,6000 ,2800 , 11 000,,6200 ,3000 , 11 000,,6400 ,3100 , 12 000,,6600 ,3200 , 12 000,,6800 ,3300 , 12 000,,7100 ,3500 , 13 000,,7500 ,3800 , 13 000,,7900 ,4100 , 14 000,,8500 ,4400 , 15 000,,9200 ,4900 , 16 000,,9900 ,5300 , 17 000,,11 000 ,5800 , 19 000,,11 000 ,6400 , 20 000,,12 000 ,7000 , 21 000,,13 000 ,7600 , 22 000,,14 000 ,8300 , 23 000,,15 000 ,8900 , 24 000,,16 000 ,9700 , 25 000,,16 000 ,10 000 , 26 000,
Guinea-Bissau,<100 ,<100 , <200,,<200 ,<100 , <500,,<200 ,<100 , <500,,<500 ,<200 , <1000,,<500 ,<200 , <1000,,<1000 ,<500 , 1000,,<1000 ,<500 , 1400,,<1000 ,<500 , 1800,,1100 ,<1000 , 2300,,1400 ,<1000 , 2800,,1700 ,<1000 , 3400,,1900 ,<1000 , 4000,,2200 ,1100 , 4500,,2400 ,1200 , 4900,,2500 ,1200 , 5200,,2700 ,1300 , 5500,,2800 ,1300 , 5700,,2800 ,1400 , 5800,,3000 ,1500 , 6000,,3100 ,1500 , 6200,,3200 ,1600 , 6500,,3400 ,1700 , 6700,,3500 ,1900 , 7000,,3700 ,2000 , 7300,,3900 ,2100 , 7500,,4000 ,2300 , 7700,,4200 ,2500 , 7900,,4400 ,2700 , 8100,,4700 ,2900 , 8400,,4900 ,3100 , 8700,,5100 ,3300 , 8900,
Guyana,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <200,,<100 ,<100 , <200,,<100 ,<100 , <200,,<100 ,<100 , <200,,<200 ,<100 , <500,,<200 ,<100 , <500,,<200 ,<200 , <500,,<500 ,<200 , <500,,<500 ,<200 , <500,,<500 ,<500 , <1000,,<500 ,<500 , <1000,,<1000 ,<500 , <1000,,<1000 ,<500 , 1000,,<1000 ,<1000 , 1200,,<1000 ,<1000 , 1400,,1100 ,<1000 , 1600,,1200 ,<1000 , 1800,,1400 ,1200 , 2100,,1600 ,1300 , 2300,,1800 ,1500 , 2600,,2000 ,1700 , 2800,,2200 ,1900 , 3100,,2400 ,2100 , 3300,,2700 ,2300 , 3600,
Haiti,8200 ,3700 , 19 000,,9600 ,4400 , 22 000,,11 000 ,5100 , 25 000,,12 000 ,5500 , 27 000,,13 000 ,6000 , 29 000,,13 000 ,6300 , 31 000,,14 000 ,6500 , 32 000,,14 000 ,6700 , 32 000,,14 000 ,6800 , 32 000,,14 000 ,6900 , 32 000,,14 000 ,7000 , 32 000,,14 000 ,7000 , 31 000,,14 000 ,7100 , 31 000,,14 000 ,7200 , 31 000,,14 000 ,7200 , 30 000,,14 000 ,7300 , 30 000,,14 000 ,7400 , 29 000,,14 000 ,7700 , 30 000,,14 000 ,8200 , 30 000,,15 000 ,8800 , 31 000,,16 000 ,9500 , 32 000,,17 000 ,10 000 , 33 000,,18 000 ,11 000 , 35 000,,19 000 ,12 000 , 36 000,,21 000 ,14 000 , 38 000,,22 000 ,15 000 , 39 000,,24 000 ,16 000 , 41 000,,26 000 ,18 000 , 43 000,,27 000 ,20 000 , 45 000,,29 000 ,21 000 , 47 000,,31 000 ,23 000 , 50 000,
Honduras,<1000 ,<500 , 1800,,1100 ,<500 , 2100,,1300 ,<1000 , 2500,,1500 ,<1000 , 2900,,1700 ,<1000 , 3200,,1900 ,1000 , 3500,,2100 ,1200 , 3900,,2300 ,1300 , 4100,,2400 ,1500 , 4400,,2600 ,1600 , 4600,,2700 ,1700 , 4800,,2800 ,1900 , 4900,,2900 ,2000 , 5000,,3000 ,2100 , 5100,,3200 ,2300 , 5300,,3500 ,2500 , 5600,,3700 ,2800 , 5800,,4000 ,3000 , 6100,,4400 ,3300 , 6400,,4700 ,3700 , 6600,,5000 ,4000 , 6900,,5400 ,4300 , 7200,,5700 ,4600 , 7500,,6100 ,4900 , 8000,,6400 ,5300 , 8300,,6800 ,5600 , 8700,,7300 ,6000 , 9100,,7700 ,6400 , 9600,,8000 ,6800 , 10 000,,8400 ,7100 , 11 000,,8700 ,7400 , 11 000,
Hungary,... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication."
Iceland,<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <200,"Children estimates were not available at the time of publication.",<100 ,<100 , <200,"Children estimates were not available at the time of publication.",<100 ,<100 , <200,"Children estimates were not available at the time of publication.",<100 ,<100 , <200,"Children estimates were not available at the time of publication.",<100 ,<100 , <200,"Children estimates were not available at the time of publication.",<200 ,<100 , <200,"Children estimates were not available at the time of publication.",<200 ,<100 , <200,"Children estimates were not available at the time of publication.",<200 ,<100 , <200,"Children estimates were not available at the time of publication.",<200 ,<100 , <200,"Children estimates were not available at the time of publication."
India,... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication."
Indonesia,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <200,,<200 ,<100 , <200,,<200 ,<100 , <500,,<500 ,<100 , <500,,<500 ,<200 , <1000,,<1000 ,<200 , <1000,,<1000 ,<500 , 1200,,1000 ,<500 , 1600,,1300 ,<1000 , 2000,,1700 ,<1000 , 2600,,2100 ,1100 , 3200,,2500 ,1400 , 3800,,3000 ,1800 , 4500,,3500 ,2200 , 5300,,4100 ,2700 , 6200,,4800 ,3200 , 7100,,5500 ,3800 , 8100,,6300 ,4500 , 9200,,7300 ,5300 , 10 000,,8400 ,6300 , 12 000,,9700 ,7400 , 14 000,,11 000 ,8800 , 16 000,,13 000 ,10 000 , 18 000,
Iran (Islamic Republic of),<100 ,<100 , <500,,<100 ,<100 , <500,,<100 ,<100 , <1000,,<200 ,<100 , <1000,,<200 ,<100 , <1000,,<500 ,<100 , <1000,,<500 ,<100 , 1300,,<500 ,<200 , 1500,,<1000 ,<200 , 2100,,<1000 ,<500 , 2600,,1100 ,<500 , 3200,,1500 ,<1000 , 4000,,2100 ,<1000 , 5000,,2800 ,1300 , 6000,,3700 ,1800 , 7100,,4500 ,2300 , 8300,,5400 ,2900 , 9300,,6100 ,3500 , 10 000,,6700 ,4000 , 11 000,,7100 ,4400 , 12 000,,7500 ,4700 , 13 000,,7700 ,5000 , 13 000,,7900 ,5300 , 13 000,,8100 ,5500 , 14 000,,8300 ,5700 , 14 000,,8400 ,5900 , 15 000,,8600 ,6100 , 15 000,,8800 ,6400 , 15 000,,9000 ,6700 , 16 000,,9400 ,7000 , 17 000,,9700 ,7300 , 18 000,
Iraq,... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication."
Ireland,<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <200,"Children estimates were not available at the time of publication.",<100 ,<100 , <200,"Children estimates were not available at the time of publication.",<100 ,<100 , <200,"Children estimates were not available at the time of publication.",<200 ,<100 , <200,"Children estimates were not available at the time of publication.",<200 ,<100 , <500,"Children estimates were not available at the time of publication.",<200 ,<100 , <500,"Children estimates were not available at the time of publication.",<200 ,<200 , <500,"Children estimates were not available at the time of publication.",<500 ,<200 , <500,"Children estimates were not available at the time of publication.",<500 ,<200 , <500,"Children estimates were not available at the time of publication.",<500 ,<500 , <1000,"Children estimates were not available at the time of publication.",<500 ,<500 , <1000,"Children estimates were not available at the time of publication.",<500 ,<500 , <1000,"Children estimates were not available at the time of publication.",<1000 ,<500 , <1000,"Children estimates were not available at the time of publication.",<1000 ,<500 , <1000,"Children estimates were not available at the time of publication.",<1000 ,<500 , 1100,"Children estimates were not available at the time of publication.",<1000 ,<1000 , 1300,"Children estimates were not available at the time of publication.",<1000 ,<1000 , 1400,"Children estimates were not available at the time of publication.",1000 ,<1000 , 1600,"Children estimates were not available at the time of publication.",1100 ,<1000 , 1800,"Children estimates were not available at the time of publication.",1300 ,<1000 , 2000,"Children estimates were not available at the time of publication.",1400 ,1000 , 2200,"Children estimates were not available at the time of publication.",1600 ,1100 , 2400,"Children estimates were not available at the time of publication.",1800 ,1300 , 2700,"Children estimates were not available at the time of publication.",2000 ,1400 , 2900,"Children estimates were not available at the time of publication.",2200 ,1600 , 3200,"Children estimates were not available at the time of publication.",2400 ,1700 , 3500,"Children estimates were not available at the time of publication.",2600 ,1800 , 3800,"Children estimates were not available at the time of publication.",2800 ,2000 , 4000,"Children estimates were not available at the time of publication.",3000 ,2200 , 4400,"Children estimates were not available at the time of publication."
Israel,... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication."
