Country,1990,1990_lower, 1990_upper, 1990_Footnote, 1991,1991_lower, 1991_upper, 1991_Footnote, 1992,1992_lower, 1992_upper, 1992_Footnote, 1993,1993_lower, 1993_upper, 1993_Footnote, 1994,1994_lower, 1994_upper, 1994_Footnote, 1995,1995_lower, 1995_upper, 1995_Footnote, 1996,1996_lower, 1996_upper, 1996_Footnote, 1997,1997_lower, 1997_upper, 1997_Footnote, 1998,1998_lower, 1998_upper, 1998_Footnote, 1999,1999_lower, 1999_upper, 1999_Footnote, 2000,2000_lower, 2000_upper, 2000_Footnote, 2001,2001_lower, 2001_upper, 2001_Footnote, 2002,2002_lower, 2002_upper, 2002_Footnote, 2003,2003_lower, 2003_upper, 2003_Footnote, 2004,2004_lower, 2004_upper, 2004_Footnote, 2005,2005_lower, 2005_upper, 2005_Footnote, 2006,2006_lower, 2006_upper, 2006_Footnote, 2007,2007_lower, 2007_upper, 2007_Footnote, 2008,2008_lower, 2008_upper, 2008_Footnote, 2009,2009_lower, 2009_upper, 2009_Footnote, 2010,2010_lower, 2010_upper, 2010_Footnote, 2011,2011_lower, 2011_upper, 2011_Footnote, 2012,2012_lower, 2012_upper, 2012_Footnote, 2013,2013_lower, 2013_upper, 2013_Footnote, 2014,2014_lower, 2014_upper, 2014_Footnote, 2015,2015_lower, 2015_upper, 2015_Footnote, 2016,2016_lower, 2016_upper, 2016_Footnote, 2017,2017_lower, 2017_upper, 2017_Footnote, 2018,2018_lower, 2018_upper, 2018_Footnote, 2019,2019_lower, 2019_upper, 2019_Footnote, 2020,2020_lower, 2020_upper, 2020_Footnote
Gabon,1500 ,<1000 , 3000,,2100 ,<1000 , 3900,,2700 ,<1000 , 5100,,3500 ,1400 , 6700,,4500 ,1800 , 8400,,5500 ,2200 , 10 000,,6500 ,2700 , 12 000,,7200 ,3100 , 13 000,,7700 ,3400 , 14 000,,7900 ,3400 , 14 000,,7900 ,3400 , 13 000,,7600 ,3300 , 13 000,,7300 ,3300 , 12 000,,6800 ,3200 , 11 000,,6300 ,3000 , 10 000,,5900 ,2700 , 9300,,5500 ,2500 , 8800,,5100 ,2400 , 8100,,4900 ,2400 , 7500,,4800 ,2400 , 7400,,4700 ,2400 , 7100,,4600 ,2400 , 6800,,4500 ,2300 , 6600,,4300 ,2400 , 6400,,4200 ,2300 , 6100,,3900 ,2300 , 5800,,3700 ,2200 , 5500,,3500 ,2100 , 5100,,3300 ,2000 , 4800,,3100 ,2000 , 4500,,3000 ,2000 , 4400,
Gambia,<100 ,<100 , <200,,<200 ,<100 , <500,,<200 ,<100 , <500,,<500 ,<200 , <500,,<500 ,<200 , <500,,<500 ,<500 , <1000,,<1000 ,<500 , <1000,,<1000 ,<500 , <1000,,<1000 ,<1000 , 1100,,<1000 ,<1000 , 1200,,1000 ,<1000 , 1400,,1100 ,<1000 , 1500,,1200 ,<1000 , 1600,,1200 ,<1000 , 1600,,1200 ,<1000 , 1600,,1200 ,<1000 , 1500,,1200 ,<1000 , 1600,,1200 ,<1000 , 1600,,1200 ,<1000 , 1600,,1300 ,<1000 , 1700,,1300 ,1000 , 1800,,1400 ,1100 , 1900,,1400 ,1100 , 2000,,1500 ,1100 , 2000,,1500 ,1200 , 2100,,1600 ,1200 , 2200,,1700 ,1300 , 2300,,1700 ,1300 , 2400,,1800 ,1300 , 2500,,1800 ,1300 , 2600,,1800 ,1300 , 2700,
Georgia,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<200 ,<100 , <200,,<200 ,<200 , <200,,<200 ,<200 , <500,,<500 ,<200 , <500,,<500 ,<500 , <500,,<500 ,<500 , <500,,<500 ,<500 , <500,,<500 ,<500 , <500,,<500 ,<500 , <500,,<500 ,<500 , <500,,<500 ,<500 , <500,,<500 ,<500 , <500,,<500 ,<500 , <500,,<500 ,<500 , <500,,<500 ,<500 , <500,,<500 ,<500 , <500,,<500 ,<500 , <500,
Germany,3100 ,2100 , 4600,"Children estimates were not available at the time of publication.",2700 ,1800 , 4000,"Children estimates were not available at the time of publication.",2200 ,1500 , 3500,"Children estimates were not available at the time of publication.",1800 ,1200 , 2900,"Children estimates were not available at the time of publication.",1500 ,<1000 , 2300,"Children estimates were not available at the time of publication.",1200 ,<1000 , 1900,"Children estimates were not available at the time of publication.",1100 ,<1000 , 1700,"Children estimates were not available at the time of publication.",1000 ,<1000 , 1600,"Children estimates were not available at the time of publication.",1000 ,<1000 , 1500,"Children estimates were not available at the time of publication.",<1000 ,<1000 , 1500,"Children estimates were not available at the time of publication.",1000 ,<1000 , 1500,"Children estimates were not available at the time of publication.",1100 ,<1000 , 1500,"Children estimates were not available at the time of publication.",1200 ,<1000 , 1600,"Children estimates were not available at the time of publication.",1300 ,<1000 , 1800,"Children estimates were not available at the time of publication.",1400 ,1000 , 2000,"Children estimates were not available at the time of publication.",1500 ,1100 , 2200,"Children estimates were not available at the time of publication.",1600 ,1200 , 2300,"Children estimates were not available at the time of publication.",1700 ,1200 , 2400,"Children estimates were not available at the time of publication.",1700 ,1200 , 2500,"Children estimates were not available at the time of publication.",1700 ,1200 , 2500,"Children estimates were not available at the time of publication.",1700 ,1200 , 2500,"Children estimates were not available at the time of publication.",1600 ,1100 , 2400,"Children estimates were not available at the time of publication.",1600 ,1100 , 2400,"Children estimates were not available at the time of publication.",1600 ,1100 , 2400,"Children estimates were not available at the time of publication.",1500 ,1100 , 2300,"Children estimates were not available at the time of publication.",1500 ,1100 , 2300,"Children estimates were not available at the time of publication.",1500 ,1100 , 2300,"Children estimates were not available at the time of publication.",1500 ,1000 , 2200,"Children estimates were not available at the time of publication.",1400 ,1000 , 2200,"Children estimates were not available at the time of publication.",1400 ,<1000 , 2200,"Children estimates were not available at the time of publication.",1400 ,<1000 , 2100,"Children estimates were not available at the time of publication."
Ghana,25 000 ,9600 , 43 000,,30 000 ,13 000 , 49 000,,34 000 ,16 000 , 54 000,,38 000 ,18 000 , 58 000,,41 000 ,18 000 , 63 000,,44 000 ,19 000 , 67 000,,44 000 ,19 000 , 66 000,,44 000 ,19 000 , 67 000,,42 000 ,18 000 , 65 000,,41 000 ,17 000 , 63 000,,39 000 ,16 000 , 60 000,,37 000 ,16 000 , 58 000,,36 000 ,16 000 , 56 000,,36 000 ,16 000 , 55 000,,35 000 ,16 000 , 54 000,,35 000 ,17 000 , 54 000,,36 000 ,18 000 , 54 000,,36 000 ,19 000 , 55 000,,37 000 ,20 000 , 55 000,,38 000 ,21 000 , 56 000,,39 000 ,22 000 , 57 000,,39 000 ,23 000 , 57 000,,40 000 ,24 000 , 58 000,,41 000 ,24 000 , 58 000,,41 000 ,25 000 , 59 000,,42 000 ,26 000 , 60 000,,42 000 ,26 000 , 61 000,,43 000 ,27 000 , 61 000,,43 000 ,27 000 , 61 000,,43 000 ,26 000 , 62 000,,42 000 ,26 000 , 62 000,
Greece,<200 ,<100 , <500,"Children estimates were not available at the time of publication.",<200 ,<100 , <500,"Children estimates were not available at the time of publication.",<200 ,<100 , <500,"Children estimates were not available at the time of publication.",<200 ,<100 , <200,"Children estimates were not available at the time of publication.",<200 ,<100 , <200,"Children estimates were not available at the time of publication.",<100 ,<100 , <200,"Children estimates were not available at the time of publication.",<100 ,<100 , <200,"Children estimates were not available at the time of publication.",<100 ,<100 , <200,"Children estimates were not available at the time of publication.",<100 ,<100 , <200,"Children estimates were not available at the time of publication.",<100 ,<100 , <200,"Children estimates were not available at the time of publication.",<100 ,<100 , <200,"Children estimates were not available at the time of publication.",<100 ,<100 , <200,"Children estimates were not available at the time of publication.",<200 ,<100 , <200,"Children estimates were not available at the time of publication.",<200 ,<100 , <200,"Children estimates were not available at the time of publication.",<200 ,<100 , <200,"Children estimates were not available at the time of publication.",<200 ,<100 , <200,"Children estimates were not available at the time of publication.",<200 ,<100 , <200,"Children estimates were not available at the time of publication.",<200 ,<200 , <500,"Children estimates were not available at the time of publication.",<200 ,<200 , <500,"Children estimates were not available at the time of publication.",<500 ,<200 , <500,"Children estimates were not available at the time of publication.",<500 ,<200 , <500,"Children estimates were not available at the time of publication.",<500 ,<200 , <500,"Children estimates were not available at the time of publication.",<500 ,<200 , <500,"Children estimates were not available at the time of publication.",<500 ,<200 , <500,"Children estimates were not available at the time of publication.",<500 ,<200 , <500,"Children estimates were not available at the time of publication.",<200 ,<200 , <500,"Children estimates were not available at the time of publication.",<200 ,<100 , <500,"Children estimates were not available at the time of publication.",<200 ,<100 , <500,"Children estimates were not available at the time of publication.",<200 ,<100 , <200,"Children estimates were not available at the time of publication.",<200 ,<100 , <500,"Children estimates were not available at the time of publication.",<200 ,<200 , <500,"Children estimates were not available at the time of publication."
Guatemala,<500 ,<200 , <1000,,<1000 ,<200 , 1100,,<1000 ,<500 , 1400,,<1000 ,<500 , 1700,,1100 ,<1000 , 2000,,1300 ,<1000 , 2300,,1500 ,<1000 , 2400,,1600 ,1000 , 2500,,1800 ,1200 , 2600,,1900 ,1300 , 2700,,2000 ,1400 , 2700,,2000 ,1400 , 2700,,2100 ,1400 , 2800,,2000 ,1400 , 2800,,2000 ,1300 , 2800,,1900 ,1300 , 2700,,1800 ,1200 , 2600,,1700 ,1100 , 2600,,1600 ,1000 , 2500,,1500 ,<1000 , 2400,,1400 ,<1000 , 2200,,1300 ,<1000 , 2100,,1300 ,<1000 , 2100,,1300 ,<1000 , 2100,,1300 ,<1000 , 2000,,1400 ,1000 , 2000,,1500 ,1100 , 2100,,1600 ,1300 , 2200,,1700 ,1400 , 2300,,1800 ,1500 , 2400,,1900 ,1600 , 2500,
Guinea,4700 ,2300 , 6300,,5800 ,2900 , 7900,,7100 ,3400 , 9600,,8400 ,3900 , 11 000,,9600 ,4500 , 13 000,,11 000 ,5000 , 15 000,,12 000 ,5500 , 17 000,,13 000 ,5900 , 18 000,,14 000 ,6100 , 19 000,,14 000 ,6200 , 20 000,,15 000 ,6400 , 21 000,,15 000 ,6500 , 21 000,,15 000 ,6500 , 21 000,,15 000 ,6500 , 21 000,,15 000 ,6600 , 21 000,,15 000 ,6700 , 21 000,,15 000 ,6800 , 21 000,,15 000 ,7000 , 21 000,,15 000 ,7300 , 21 000,,15 000 ,7500 , 21 000,,15 000 ,7700 , 21 000,,15 000 ,7900 , 21 000,,16 000 ,8100 , 21 000,,16 000 ,8300 , 21 000,,16 000 ,8500 , 21 000,,16 000 ,8700 , 21 000,,16 000 ,9000 , 21 000,,16 000 ,9200 , 21 000,,16 000 ,9300 , 21 000,,16 000 ,9400 , 21 000,,16 000 ,9300 , 21 000,
Guinea-Bissau,<500 ,<200 , <500,,<500 ,<200 , <1000,,<1000 ,<500 , <1000,,<1000 ,<500 , 1200,,1200 ,<1000 , 1700,,1700 ,<1000 , 2300,,2200 ,1100 , 3100,,2900 ,1400 , 4000,,3500 ,1700 , 5000,,4000 ,1900 , 5800,,4400 ,2000 , 6400,,4700 ,2000 , 6800,,4800 ,2000 , 7100,,4800 ,2000 , 7200,,4700 ,1900 , 7200,,4600 ,1800 , 7000,,4400 ,1800 , 6800,,4300 ,1800 , 6600,,4200 ,1800 , 6400,,4100 ,1800 , 6200,,4000 ,1800 , 6000,,3900 ,1800 , 5900,,3900 ,1800 , 5800,,3800 ,1900 , 5600,,3800 ,1900 , 5500,,3800 ,2000 , 5500,,3700 ,2100 , 5400,,3700 ,2100 , 5300,,3600 ,2200 , 5100,,3500 ,2200 , 5000,,3500 ,2200 , 4900,
Guyana,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <200,,<100 ,<100 , <200,,<200 ,<100 , <200,,<200 ,<200 , <500,,<500 ,<200 , <500,,<500 ,<200 , <500,,<500 ,<500 , <500,,<500 ,<500 , <500,,<500 ,<500 , <500,,<500 ,<500 , <1000,,<500 ,<500 , <1000,,<500 ,<500 , <1000,,<500 ,<500 , <1000,,<500 ,<500 , <500,,<500 ,<500 , <500,,<500 ,<500 , <500,,<500 ,<500 , <500,,<500 ,<500 , <500,,<500 ,<500 , <500,,<500 ,<500 , <500,,<500 ,<500 , <500,,<500 ,<500 , <500,,<500 ,<500 , <500,,<500 ,<500 , <500,,<500 ,<500 , <500,,<500 ,<500 , <500,
Haiti,21 000 ,8200 , 34 000,,23 000 ,9500 , 36 000,,24 000 ,10 000 , 39 000,,24 000 ,10 000 , 39 000,,24 000 ,10 000 , 39 000,,24 000 ,10 000 , 39 000,,23 000 ,10 000 , 37 000,,22 000 ,9600 , 35 000,,21 000 ,9200 , 34 000,,21 000 ,8900 , 33 000,,20 000 ,8500 , 31 000,,20 000 ,8500 , 30 000,,19 000 ,8500 , 29 000,,19 000 ,8600 , 29 000,,19 000 ,8800 , 28 000,,19 000 ,9000 , 27 000,,19 000 ,9000 , 27 000,,18 000 ,9100 , 26 000,,18 000 ,9200 , 26 000,,18 000 ,9300 , 26 000,,18 000 ,9600 , 25 000,,18 000 ,9800 , 25 000,,18 000 ,10 000 , 25 000,,18 000 ,11 000 , 25 000,,17 000 ,10 000 , 24 000,,17 000 ,10 000 , 24 000,,17 000 ,10 000 , 24 000,,16 000 ,10 000 , 23 000,,16 000 ,10 000 , 22 000,,15 000 ,10 000 , 21 000,,15 000 ,9800 , 20 000,
Honduras,1900 ,1300 , 3000,,2100 ,1500 , 3200,,2300 ,1700 , 3400,,2400 ,1800 , 3400,,2600 ,1900 , 3500,,2600 ,1900 , 3400,,2600 ,1900 , 3400,,2500 ,1800 , 3300,,2300 ,1700 , 3200,,2200 ,1500 , 2900,,1900 ,1300 , 2600,,1700 ,1200 , 2300,,1500 ,1000 , 2100,,1300 ,<1000 , 1900,,1200 ,<1000 , 1700,,1100 ,<1000 , 1600,,1100 ,<1000 , 1500,,1100 ,<1000 , 1600,,1200 ,<1000 , 1700,,1300 ,1000 , 1800,,1500 ,1100 , 1900,,1600 ,1300 , 2000,,1700 ,1300 , 2100,,1800 ,1400 , 2200,,1800 ,1500 , 2200,,1800 ,1500 , 2300,,1800 ,1600 , 2200,,1800 ,1500 , 2200,,1800 ,1500 , 2200,,1700 ,1500 , 2100,,1600 ,1400 , 2000,
Hungary,... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication."
Iceland,<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication."
