country,iso2,year,new.labconf,new.clindx,new.ep,ret.rel.labconf,ret.rel.clindx,ret.rel.ep,ret.nrel,ret.nrel.clindx,c.newunk,c.newinc,c.ret,c.notified,pulm.labconf.new,pulm.labconf.ret,pulm.labconf.unk,notif.foreign,rel.in.agesex.flg,agegroup.option,newrel.m04,newrel.m59,newrel.m1014,newrel.m514,newrel.m014,newrel.m1519,newrel.m2024,newrel.m1524,newrel.m2534,newrel.m3544,newrel.m4554,newrel.m5564,newrel.m65,newrel.m15plus,newrel.mu,newrel.f04,newrel.f59,newrel.f1014,newrel.f514,newrel.f014,newrel.f1519,newrel.f2024,newrel.f1524,newrel.f2534,newrel.f3544,newrel.f4554,newrel.f5564,newrel.f65,newrel.f15plus,newrel.fu,c.new.014,rdx.data.available,newinc.rdx,rdxsurvey.newinc,rdxsurvey.newinc.rdx,gaps.na.tbcases,remarks.tbcases,conf.rr.nfqr,conf.rr.fqr,unconf.rr.nfqr.tx,conf.rr.nfqr.tx,rrmdr.014.tx,conf.rr.fqr.tx,mdrxdr.bdq.used,mdrxdr.bdq.tx,mdrxdr.alloral.used,mdrxdr.alloral.tx,mdr.alloral.short.used,mdr.alloral.short.tx,mdr.tx.adsm,gaps.na.mdr.patients,remarks.mdr.patients,r.rlt.new,r.rlt.ret,rr.new,rr.ret,r.rlt.rel,rr.rel,dst.rlt.new,dst.rlt.ret,dst.rlt.hr.new,dst.rlt.hr.ret,dst.rlt.rr.new,dst.rlt.rr.ret,mdr.new,mdr.ret,rr.dst.rlt.fq,rr.fqr,rr.fqr.bdqr.lzdr,rr.fqr.bdqs.lzdr,rr.fqr.bdqu.lzdr,rr.fqr.bdqr.lzds,rr.fqr.bdqs.lzds,rr.fqr.bdqu.lzds,rr.fqr.bdqr.lzdu,rr.fqr.bdqs.lzdu,rr.fqr.bdqu.lzdu,gaps.na.dr.surveillance,remarks.dr.surveillance,newrel.tbhiv.flg,newrel.hivtest,newrel.hivpos,newrel.art,tbhiv.014.flg,newrel.hivtest.014,newrel.hivpos.014,newrel.art.014,gaps.na.hiv.patients,remarks.hiv.patients,hiv.tbrx.art,hiv.tbrx.art.NA,hiv.tbrx.art.NI.reason,hiv.tbrx.art.remarks,hiv.tbdetect,hiv.reg.new2,hiv.tbdetect.hiv.reg.new2.NA,hiv.tbdetect.hiv.reg.new2.NI.reason,hiv.tbdetect.hiv.reg.new2.remarks,hiv.new.tpt,hiv.new,hiv.all.tpt,hiv.all,hiv.tpt.eligible.start.NA,hiv.tpt.eligible.start.NI.reason,hiv.tpt.eligible.start.remarks,hiv.all.tpt.completed,hiv.all.tpt.started,hiv.tpt.completed.NA,hiv.tpt.completed.NI.reason,hiv.tpt.completed.remarks,hiv.unaids.date.exported,tbhiv.surveil,tbhiv.surv.prev,tbhiv.surv.yr,tbhiv.surv.cil,tbhiv.surv.ciu,tbhiv.sentin.prev,tbhiv.sentin.yr,tbhiv.sentin.cil,tbhiv.sentin.ciu,gaps.na.nonroutine.hiv,remarks.nonroutine.hiv,total.deaths.vr,r00.r99.deaths.vr,tbdeaths.vr,gaps.na.tbdeaths,remarks.tbdeaths
Mexico,MX,2021,11986,4088,4385,878,194,120,778,,20459,21651,1970,22429,11912,1479,74,9,1,220,126,63,151,,,679,1171,,2590,2483,2616,2039,1800,13378,0,114,71,175,,,492,698,,1333,1261,1432,1189,1168,7573,0,700,60,1286,,,0,,360,22,0,311,6,31,1,236,1,280,0,,311,0,,4205,1201,210,172,,,486,266,236,142,210,172,99,80,299,22,0,1,20,0,0,0,0,1,0,0,,1,16864,2171,1485,1,316,13,,1,"2.46b El programa de TB puede desagregar los casos por la edad solicitada CENSIDA comento que no podrá obtener el dato desagregado de quienes están en TARV en este grupo de edad,",,,Reporting dates were not provided.,,,,,Reporting dates were not provided.,,,,,,,Reporting dates were not provided.,,,,,,,2022-08-26,0,,,,,,,,,0,,,,,,
Malaysia,MY,2021,12371,4348,3364,714,237,152,541,,20083,21186,1644,21727,12371,804,0,3120,1,220,146,70,132,,,497,1062,,2485,2357,2377,2221,2108,13107,0,125,66,189,,,565,902,,1574,1279,1155,1012,864,7351,0,728,0,,,,1,,196,3,0,168,1,2,1,5,1,4,0,,,1,,10434,620,95,60,,,10265,618,227,48,90,59,44,27,98,3,,,0,,,3,,,0,1,,1,19949,808,258,,,,,0,,258,0,,,206,3377,0,,,629,3377,,,0,,,,,1,,,2022-08-26,0,,,,,,,,,0,,,,,,
Mozambique,MZ,2021,34690,55461,3753,1307,2539,171,564,,93904,97921,4581,98485,34643,1307,47,,1,223,1961,,,4044,,,,,,,,,,46010,,1719,,,3803,,,,,,,,,,40384,,11527,60,74997,,,1,,1253,55,154,1171,75,55,1,1348,1,1217,1,108,,1,,34643,1307,1124,111,758,111,572,573,162,146,178,111,126,76,80,17,,,,,,,,,,1,,0,97695,24296,23145,1,11604,1271,1180,0,,,,Reporting dates were not provided.,,,,,Reporting dates were not provided.,,,,,,,Reporting dates were not provided.,,,,,,,2022-08-26,0,,,,,,,,,0,,,,,,
Namibia,NA,2021,4062,695,814,847,162,123,161,,5571,6703,1293,6864,4062,971,0,424,1,220,221,76,52,,,159,287,,1029,1062,685,332,283,3837,0,181,60,67,,,181,231,,610,487,316,203,181,2209,0,657,60,6703,,,0,,256,4,5,248,19,4,1,194,1,43,1,158,257,0,,4062,971,169,67,,,159,67,139,12,159,67,139,12,236,4,,,,,,,,,4,1,,1,6664,1985,1966,1,652,48,48,0,2.46: The number of TB/HIV patients on ART in 2021 has been discussed with our National AIDS Programme and agreed on one value [1966].,,,Reporting dates were not provided.,,,,,Reporting dates were not provided.,,,,,,,Reporting dates were not provided.,,,,,,,2022-08-26,0,,,,,,,,,0,,,,,,
New Caledonia,NC,2021,15,1,9,0,0,0,1,,25,25,1,26,15,1,0,0,1,220,0,0,0,,,1,0,,0,2,2,1,4,10,0,1,0,0,,,0,0,,3,1,1,1,8,14,0,1,0,,,,1,,0,0,0,0,0,0,0,,0,,0,,0,1,,15,1,0,0,,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,1,14,0,0,,,,,1,,,,Reporting dates were not provided.,,,,,Reporting dates were not provided.,,,,,,,Reporting dates were not provided.,,,,,,,2022-08-26,0,,,,,,,,,1,,,,,,
Niger,NE,2021,10060,917,1456,353,,,222,,12433,12786,575,13008,10060,575,,,1,221,115,,,176,,,,1352,2459,1991,1311,1055,892,9060,,97,,,158,,,,514,724,609,491,441,400,3179,,546,60,1445,,,0,,92,6,,81,2,6,1,38,0,,1,51,87,0,,1127,525,28,69,,,28,59,26,54,28,59,26,54,87,8,,,,,,,,,8,0,,0,10202,328,223,,,,,0,,227,0,,,227,2798,0,,,,,,,1,,,,,1,,,2022-08-26,0,,,,,,,,,0,,,,,,
Nigeria,NG,2021,154698,42207,3539,3302,930,49,3060,,200444,204725,7341,207785,154629,5116,69,0,1,221,2015,,,4592,,,,14402,27189,28613,21312,13021,10805,115342,,1864,,,4432,,,,13095,19257,17331,12341,7914,6423,76361,0,12903,60,128165,,,0,The age and sex breakdown in 2.9 only contained the new and relapse. The age and sex breakdown of 119 previous treatment history unknown were not included.,2938,37,0,2164,40,33,1,2197,1,135,1,1882,2197,0,,117519,4818,2895,,2895,,117519,,375,,2895,,332,,2563,39,,,,,,,,,,1,2.29 (ii); 2.29b not available,1,198051,11715,10782,0,,,,0,,10782,0,,,,,0,Record removed by UNAIDS,"The indicator definition do not cover newly enrolled
",233927,361263,,,0,,"Data is not disaggregated by age.
",,,1,,"New too to capture the complete course has just been rolled out.
",2022-08-26,0,,,,,,,,,0,,,,,,
Nicaragua,NI,2021,1342,268,144,69,12,1,61,,1754,1836,143,1897,1342,130,0,0,1,221,17,,,13,,,,182,281,206,166,127,125,1087,0,25,,,28,,,,142,158,103,101,86,76,666,0,83,60,1112,,,0,"UN 60 % DE CASOS NUEVOS DIAGNOSTICADOS VIA XPERT + LAS RECAIDAS CON XPERT (DE 82, 60), SE TRABAJA PARA QUE EL XPERT SEA LA PRIMER PRUEBA DIAGNÓSTICA PARA POBLACIONES DE RIEGO CON SÍNTOMAS SR+14",40,0,0,28,0,3,0,,1,,1,,3,1,"DE 40 DIAGNóSTICADOS, INICIAN TRATAMIENTO 26 , 4 SE EXCLUYEN (INCLUYENDO UNA NIÑA) , 4 FALLECIDOS, 4 PERDIDOS EN EL SEGUIMIENTO, 2 INICIAN TRATAMIENTO HASTA EN 2022.

Los 3 XDR diagnosticados por clínica, uno de ellos contacto de 1 XDR.

No se lleva el número exacto de pacientes con esquema oral corto o esquema oral largo, pero se está aplicando, especialmente el esquema corto.",627,78,30,10,,,,78,,3,,10,,3,0,0,,,,,,,,,,1,,1,1816,97,97,1,53,1,1,0,,97,0,,,63,745,0,,,616,745,,,0,,,,,1,,,2022-08-26,0,,,,,,,,,0,,,,,,
Netherlands,NL,2021,314,47,282,15,0,13,9,1,643,671,37,680,313,21,1,532,1,220,4,4,2,,,27,36,,86,71,63,43,77,403,0,5,2,9,,,8,21,,57,46,28,33,48,241,0,26,60,523,,,,Data extracted from ECDC/TESSy 2022-08-26,11,0,0,0,0,0,3,,3,,3,,,1,{2.14-2-20: Data extracted from ECDC/TESSy 2022-08-26}. ,270,15,8,2,,,270,15,20,1,8,2,7,1,0,0,0,0,0,0,0,0,0,0,0,1,Data extracted from ECDC/TESSy 2022-08-26,1,443,13,10,,,,,0,,,,Reporting dates were not provided.,,,,,Reporting dates were not provided.,,,,,,,Reporting dates were not provided.,,,,,,,2022-08-26,0,,,,,,,,,0,,,,20,1,"July 2022: data added
May 2022: data are not available yet"
Norway,NO,2021,70,5,62,,,,17,1,137,137,17,154,70,10,0,128,1,220,0,1,0,,,2,3,,24,6,7,7,8,57,0,0,0,3,,,3,9,,20,20,9,6,9,76,0,4,60,114,,,,Data extracted from ECDC/TESSy 2022-08-26,10,2,0,8,0,2,,,,,,,,,{2.14-2-20: Data extracted from ECDC/TESSy 2022-08-26}. ,68,9,6,2,,,66,9,9,2,6,2,6,2,8,2,0,0,0,0,2,0,0,0,0,1,Data extracted from ECDC/TESSy 2022-08-26,,,,,,,,,,,,,Reporting dates were not provided.,,,,,Reporting dates were not provided.,,,,,,,Reporting dates were not provided.,,,,,,,2022-08-26,,,,,,,,,,,,,,,,
Nepal,NP,2021,14622,3826,8173,1332,97,202,425,,26621,28252,2056,28677,14598,1636,24,,1,221,474,,,501,,,,2695,2744,2377,2581,2636,3435,16468,70,451,,,469,,,,2432,1984,1354,1239,1257,1513,9779,40,1895,60,11514,,,0,regarding 2.11 there is no reporting system from the TB register however the result is reported from the GeneXert service data. ,579,108,0,344,2,74,1,,1,,0,,,1,"During the period there were no clear information reported to define the number of TB cases started on Bedaquiline and All oral MDR TB Treatment. Similarly, during the period no any adverse event were reported for MDR-TB, Pre-XDR or XDR-TB.",11863,1042,456,113,,,208,344,7,33,2,9,2,8,297,95,,,,,,,,,,1,"Rifampicin testing among relapse cases only: During the period, No reporting system was developed to capture such information. NTP reporting system generate the report of all previously treated cases.

Bedaquiline and linezolid testing among pre-XDR-TB patients in 2.37: No data were reported to report the requesting information during the period.",0,20543,162,144,,,,,0,HIV test is for all forms of TB cases including new and relapse TB. Similarly TB cases of all forms wit HIV coinfection are enrolled on ART,,0,Record removed by UNAIDS,,201,2593,0,,,,,,,1,,,,,1,,,2022-08-26,0,,,,,,,,,1,,,,,,
Nauru,NR,2021,14,4,3,0,0,0,0,,21,21,0,21,14,0,0,0,1,220,0,0,0,,,0,3,,1,2,2,1,0,9,1,1,0,0,,,0,2,,2,1,3,0,2,10,0,1,0,,,,0," The 2 cases reported in 2.4 + 2.5 referred to 2 adults who were diagnosed,treated and cured, one in 2019 and one in 2020.They are siblings. They are not relapse cases. ",0,0,0,0,0,0,0,,0,,0,,0,0, There is no case of TB MDT and or R resistance in Nauru.,14,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No case of MDR-R resistance in Nauru. The only sensitivity test done here is Rifampaisin by Gene Expert.,1,0,0,0,,,,,0,"There was no new HIV positive in 2021. No testing of HIV status on the 21 (14 new cases, 3 EPTB, 4 clinically diagnosed) of TB in 2021. 2 adults were bacteriologically confirmed and were both cured: 1 male in 2019 + 1 female in 2020. They are siblings and live in the same house.",,,Reporting dates were not provided.,,,,,Reporting dates were not provided.,,,,,,,Reporting dates were not provided.,,,,,,,2022-08-26,0,,,,,,,,,0," 
  There was no HIV screening done on those diagnosed with TB in 2021.",,,,,
Niue,NU,2021,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,221,0,,,0,,,,0,0,0,0,0,0,0,0,0,,,0,,,,0,0,0,0,0,0,0,0,0,0,,,,0,"None, thank you",0,0,0,0,0,0,0,,0,,0,,0,0,"Niue Department of Health (DoH) relies heavily on UNDP TB & HIV regional pharmacy and lab consumable supplies. We haven't received any since May 2021, hence we have no stock, no cases, and no testing. Our last data was in 2019-2020 of registered and listed LTBI for follow up. Niue DoH will need these supplies as soon as possible, given international border restrictions on Covid-19. Thank you.",0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,,,,0,,,,Reporting dates were not provided.,,,,,Reporting dates were not provided.,,,,,,,Reporting dates were not provided.,,,,,,,2022-08-26,0,,,,,,,,,0,,,,,,
New Zealand,NZ,2021,142,6,152,1,0,1,7,,300,302,9,309,142,1,0,269,1,220,1,3,1,,,6,13,,41,27,19,11,32,149,0,1,0,1,,,8,12,,50,28,18,15,15,146,0,7,,,,,1,,,,4,,,,,,,,,,,1,4 MDR-TB cases reported in 2021.,,,,,,,,,,,,,,,,,,,,,,,,,,1,Data not yet available.,1,259,3,,,,,,1,,,1,,"
One person with HIV was diagnosed with TB in 2021",,,1,,"
One person with HIV was diagnosed with TB in 2021",,,,,1,,,,,1,,,2022-08-26,0,,,,,,,,,0,,,,,,
Oman,OM,2021,171,6,55,0,0,1,0,,232,233,1,233,171,0,0,144,1,221,1,,,2,,,,11,36,35,29,17,22,150,0,1,,,0,,,,7,20,16,12,10,14,79,0,4,60,205,,,0,,2,0,0,2,0,0,0,,1,2,0,,2,0,"First patient diagnosed Rifampicin resistance BY Genexpert only and the Culture result no growth of m.tb .
Second had Rifampicin resistance BY Genexpert only but phenotypically showed INH resistance but Rifampicin sensetive.",144,0,0,0,,,144,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"First patient diagnosed Rifampicin resistance BY Genexpert only and the Culture result no growth of m.tb .
Second had Rifampicin resistance BY Genexpert only but phenotypically showed INH resistance but Rifampicin sensetive.",0,225,4,4,,,,,0,,4,0,,,4,173,0,,,3,173,,,0,,"
Out of total 167 newly enrolled patients on ART, 129 were tested (129/167=77%) using mainly Quantiferron test. 3 were tested positive and were treated for latent TB",,,1,,,2022-08-26,0,,,,,,,,,0,,,,,,
Panama,PA,2021,829,312,229,46,22,14,60,,1370,1452,142,1512,829,82,,56,1,221,26,,,29,,,,158,237,184,139,113,92,923,,21,,,21,,,,99,105,68,57,58,45,432,,97,60,702,,,1,,44,25,0,44,0,1,1,24,1,25,1,7,44,0,,497,56,17,6,,,497,43,8,2,17,6,3,0,22,2,0,0,0,0,0,0,0,0,2,0,,1,1420,318,298,1,95,8,8,0,,298,0,,,91,2261,0,,,718,2261,,,0,,,,,1,,,2022-08-26,0,,,,,,,,,1,,,,,,
Peru,PE,2021,14309,4382,4448,1833,477,208,780,,23139,25657,3298,26437,14309,2384,0,290,1,220,111,101,262,,,1252,2139,,3892,2400,1952,1804,2056,15495,,93,86,265,,,824,1133,,2204,1564,1199,991,1329,9244,,918,60,5642,,,1,,1557,82,196,1557,50,61,1,140,1,1246,0,,,1,,13453,2217,548,189,1709,117,12374,2054,740,175,415,151,337,123,374,82,0,1,0,3,41,2,0,0,35,0,,1,24475,1453,732,1,17,11,3,0,,,,Reporting dates were not provided.,,,,,Reporting dates were not provided.,,,,,,,Reporting dates were not provided.,,,,,,,2022-08-26,0,,,,,,,,,0,,,,,,
French Polynesia,PF,2021,32,0,2,0,0,0,3,,34,34,3,37,32,3,0,0,1,222,,,,,0,,,1,2,4,5,5,4,21,0,,,,,0,,,3,1,2,2,2,3,13,0,0,60,33,,,0,,6,0,0,5,0,0,3,,3,,3,,5,0,,32,3,5,1,,,,,,,,,,,,,,,,,,,,,,1,,0,34,0,0,,,,,0,,,,Reporting dates were not provided.,,,,,Reporting dates were not provided.,,,,,,,Reporting dates were not provided.,,,,,,,2022-08-26,0,,,,,,,,,0,,,,,,
Papua New Guinea,PG,2021,5252,9271,13241,288,445,376,1307,,27764,28873,2416,30180,5202,552,50,,1,221,1593,,,2029,,,,3228,3045,2101,1721,1200,432,11727,,1176,,,1851,,,,3081,2895,1882,1392,856,242,10348,,6649,0,,,,1,"Our current recording and reporting tools do not capture data on New and relapse cases tested by the WHO recommended rapid diagnostic test. 
The discrepancy in a total number of new and relapse (28873) and a total number of new and relapse by age breakdown (28724) is different because age breakdown for previous treatment unknown cases is not available.  ",478,3,,412,32,3,1,288,1,316,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,0,17932,1068,898,,,,,1,,,0,Record removed by UNAIDS,,440,3743,0,,"This data is from the HIV Patient Database from 43 major ART sites covering 90% of the PLHIV
",681,3743,,,0,,,,,1,,,2022-08-26,0,,,,,,,,,0,,,,,,
Philippines,PH,2021,126311,154410,6383,12168,21904,388,6933,,287104,321564,41393,328497,126311,15836,,46,1,220,5399,3776,2924,,,9188,16593,,34029,35965,40254,36215,28083,200327,82,4053,2889,2087,,,5344,9176,,17952,16644,17296,17166,16395,99973,54,21128,60,209887,,,1,,7527,62,14,5870,70,62,1,5553,1,,1,,,0,,111868,14738,3795,3781,11328,2462,415,821,297,644,409,811,294,638,1302,62,,,,,,,,,,1,,1,109952,1350,1349,0,,,,1,,2132,0,,,1984,10825,0,,,4847,10825,10027,56385,0,,"Data on TPT start date prior to reporting period not available
",,,1,,,2022-08-26,0,,,,,,,,,0,,,,,,
Pakistan,PK,2021,137049,132120,59707,7291,2455,634,3768,,328876,339256,14148,343024,136871,9785,178,0,1,221,11123,,,11586,,,,28867,26597,27159,27920,25200,22830,158573,,8635,,,13527,,,,33229,26334,22758,21008,17665,14818,135812,,44871,60,185554,,,1,2.6 No such criterion is being used in the country to captured / reporting of the TB cases reported among foreign-born individuals.,2300,838,21,2019,113,838,1,2733,1,1202,1,653,2878,0,,125823,8265,1878,422,5859,267,125823,8043,52,80,1878,422,26,40,2140,802,2,2,0,34,435,0,0,1,328,0,,1,175872,1013,637,,,,,0,,,1,,,176,3075,0,,,,,,,1,,,,,1,,,2022-08-26,0,,,,,,,,,0,,,,,,
Poland,PL,2021,2638,446,145,188,27,2,258,39,3229,3446,475,3704,2638,403,0,132,1,220,9,5,6,,,26,70,,253,466,553,605,480,2453,0,5,3,9,,,24,45,,125,164,145,152,301,956,0,37,60,1164,,,,Data extracted from ECDC/TESSy 2022-08-26,48,9,0,0,0,0,,,,,,,,1,{2.14-2-20: Data extracted from ECDC/TESSy 2022-08-26}. ,2381,331,38,19,,,2378,331,103,33,38,19,35,18,30,9,0,0,0,0,0,8,0,0,1,1,Data extracted from ECDC/TESSy 2022-08-26,,,,,,,,,1,,,,Reporting dates were not provided.,,,,,Reporting dates were not provided.,,,,,,,Reporting dates were not provided.,,,,,,,2022-08-26,,,,,,,,,,1,,519517,,,1,Data on TB deaths in 2021 not avalilable yet.
Puerto Rico,PR,2021,15,2,0,0,0,0,1,,17,17,1,18,15,1,0,4,1,220,0,0,0,,,0,0,,0,1,1,1,5,8,0,0,0,0,,,0,1,,0,0,1,2,5,9,0,0,60,9,,,0,,1,0,0,0,0,0,0,,0,,0,,0,1,"The MDR case is from 2020 but its treatment began as a long-term one, but in 2021 a new short-term treatment was started.",14,1,0,1,,,14,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,16,1,0,1,0,0,0,1,,,,Reporting dates were not provided.,,,,,Reporting dates were not provided.,,,,,,,Reporting dates were not provided.,,,,,,,2022-08-26,0,,,,,,,,,0,,,,,,
"occupied Palestinian territory, including east Jerusalem",PS,2021,15,1,9,0,0,0,0,,25,25,0,25,15,0,0,0,1,220,2,1,3,,,0,0,,3,3,3,2,0,11,0,1,0,0,,,1,1,,0,2,2,0,1,7,0,7,0,,,,0,,0,0,3,0,0,0,0,,1,3,0,,3,0,,0,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,25,0,0,,,,,0,,,,Reporting dates were not provided.,,,,,Reporting dates were not provided.,,,,,,,Reporting dates were not provided.,,,,,,,2022-08-26,0,,,,,,,,,0,,,,,,
Portugal,PT,2021,871,128,387,37,4,10,41,3,1386,1437,92,1478,871,66,0,379,1,220,15,2,3,,,26,50,,101,131,182,178,255,923,4,7,5,9,,,13,27,,60,86,78,64,139,467,2,41,60,519,,,,Data extracted from ECDC/TESSy 2022-08-26,8,2,0,6,0,2,1,12,1,12,0,,12,0,{2.14-2-20: Data extracted from ECDC/TESSy 2022-08-26}. ,425,28,5,3,,,425,28,28,5,5,3,4,3,6,0,0,0,0,0,0,0,0,0,0,1,Data extracted from ECDC/TESSy 2022-08-26,0,973,86,,,,,,1,,,,Reporting dates were not provided.,,,,,Reporting dates were not provided.,,,,,,,Reporting dates were not provided.,,,,,,,2022-08-26,0,,,,,,,,,1,,,,75,1,
Palau,PW,2021,6,1,1,0,0,0,0,,8,8,0,8,6,0,0,3,,221,0,,,0,,,,0,2,0,1,3,0,6,0,0,,,0,,,,1,1,0,0,0,0,2,0,0,60,8,,,0,,,0,0,0,0,0,0,,0,,0,,0,0,2.14: Hazim Timimi (WHO/Geneva) removed the reported value of 8 on 2022-08-29 as it seemed like a data entry error (no response from NTP despite repeated emails).,6,0,0,0,,,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,8,0,0,,,,,0,,,,Reporting dates were not provided.,,,,,Reporting dates were not provided.,,,,,,,Reporting dates were not provided.,,,,,,,2022-08-26,0,,,,,,,,,0,,,,,,
Paraguay,PY,2021,1768,503,245,179,33,6,262,,2516,2734,480,2996,1768,373,0,50,1,220,26,13,11,,,81,286,,556,386,234,209,196,1948,0,20,6,21,,,61,99,,134,116,100,79,100,689,0,97,60,2064,,,0,,22,0,1,22,1,0,1,22,1,11,1,11,22,0,,1639,373,9,10,,,1639,373,4,3,9,10,1,1,8,0,0,0,0,0,0,0,0,0,0,0,,1,2252,230,199,1,45,4,0,0,,199,0,,,72,1389,0,,,45,1389,120,10811,0,,,13,73,0,,,2022-08-26,0,,,,,,,,,0,,,,,,
Qatar,QA,2021,411,30,542,0,0,0,0,,983,983,0,983,411,0,0,956,1,221,6,,,2,,,,69,281,225,121,42,14,752,0,5,,,2,,,,16,94,68,23,6,9,216,0,15,60,983,,,0,,3,2,0,3,0,2,1,3,3,,0,,5,0,,411,0,5,0,,,411,,5,,5,,5,,5,2,,,,,,,,,,1,"2.38 to 2.42 Not available
2.33 to 2.35 : no relapsed cases",1,983,3,3,,,,,0,,3,0,,,3,70,0,,,,,,,1,,,,,1,,,2022-08-26,0,,,,,,,,,0,,,,,,
Romania,RO,2021,4890,567,945,1043,90,56,388,20,6402,7591,1577,7979,4890,1404,0,46,1,220,51,41,45,,,121,236,,628,1010,1564,944,761,5264,0,42,39,63,,,159,169,,403,354,308,232,421,2046,0,281,60,2448,,,,Data extracted from ECDC/TESSy 2022-08-26,236,27,0,64,2,26,1,42,1,42,0,,,1,{2.14-2-20: Data extracted from ECDC/TESSy 2022-08-26}. ,4303,1226,115,141,,,4090,1138,186,150,109,135,80,108,89,26,0,0,0,0,0,0,0,0,26,1,Data extracted from ECDC/TESSy 2022-08-26,1,6181,132,102,,,,,0,,,,Reporting dates were not provided.,,,,,Reporting dates were not provided.,,,,,,,Reporting dates were not provided.,,,,,,,2022-08-26,0,,,,,,,,,0,,334910,,825,1,Data available in July-August 2022.
Serbia,RS,2021,177,125,122,10,7,4,2,1,424,445,23,447,177,11,0,0,1,221,0,,,2,,,,40,47,35,37,41,52,252,,5,,,3,,,,45,29,23,13,29,44,183,,10,60,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,,"Based on the estimates of HIV-positive incident TB cases for 2014 (WHO TB Data) which is 12 cases for Serbia (<10 cases - 20 cases) or Inc rate of 0.12 per 100.000 population and in line with estimated HIV sero prevalence among hospitalized TB patients which was 0.3% (representative cross-sectional survey conducted in 2011 by IPH of Serbia),  notified TB cases and incident HIV+ TB cases in previous period the best estimates of HIV+ incident TB cases provided by experts is less than 10 for 2021.  

So, the estimated coverage of HIV infected people  with diagnosed TB who were co-manged of TB and HIV infection is more than 90%.
",3,152,0,,"Denominator data are related to newly diagnosed HIV infected people in 2021.
",,,,,1,,,,,1,,,2022-08-26,,,,,,,,,,,,,,,,
Russian Federation,RU,2021,22873,18574,3973,6350,4534,618,22764,8921,45420,56922,34266,79686,22873,19896,0,1915,1,221,289,,,546,,,,1695,6944,13619,8790,5476,2444,38968,318,278,,,633,,,,1195,3381,4871,2624,1714,2043,15828,62,1746,60,48208,,,1,,13106,7346,4885,18909,469,6146,1,9956,3,,3,,,1,,21391,18831,7707,12745,5772,3556,21391,18831,9574,13409,7707,12745,7162,12084,18843,7346,4,34,78,21,608,1488,66,12,5035,1,,1,54821,14132,10764,1,1535,34,32,0,,,,Reporting dates were not provided.,,,,,Reporting dates were not provided.,,,,,,,Reporting dates were not provided.,,,,,,,2022-08-26,0,,,,,,,,,0,,2441594,137231,6313,1,
Rwanda,RW,2021,3382,543,916,295,60,22,54,,4841,5218,431,5272,3379,338,3,0,1,220,100,20,28,,,32,423,,1100,962,522,392,233,3664,1,113,10,30,,,71,158,,350,280,168,124,101,1252,0,301,60,3310,,,0,stock out of cartridge and some xpert machine were non-functional. and long period of lock down due to Covid 19,34,1,0,33,0,1,1,21,1,1,1,20,33,0,,3090,299,24,10,,,,,,,,,,,23,1,,,,,,,,,,1,,1,5196,819,697,,,,,0,after discussed with  the National AIDS Programme to UNAIDS [1008]. he accept to make correction in their data base.,,0,Record removed by UNAIDS,,,,1,,,,,,,1,,,,,1,,,2022-08-26,0,,,,,,,,,1,,,,,,
Saudi Arabia,SA,2021,1801,78,639,29,17,13,56,,2518,2577,115,2633,1746,79,55,1346,1,221,6,,,21,,,,255,496,373,286,160,172,1742,0,9,,,43,,,,144,249,163,80,58,62,756,0,79,60,1277,,,0,,14,0,14,7,0,0,1,6,1,1,0,,7,0,,591,30,7,7,,,520,28,20,3,7,7,5,2,0,0,0,0,0,0,0,0,0,0,0,0,,1,2320,37,37,,,,,0,,,,Reporting dates were not provided.,,,,,Reporting dates were not provided.,,,,,,,Reporting dates were not provided.,,,,,,,2022-08-26,0,,,,,,,,,0,,,,,,
Solomon Islands,SB,2021,145,98,119,3,5,0,0,,362,370,8,370,145,3,0,2,1,221,4,,,9,,,,30,39,27,28,16,16,156,0,10,,,15,,,,50,35,33,28,14,16,176,0,38,60,69,,,0,,1,0,0,0,0,0,0,,0,,0,,0,0,,66,3,1,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,170,0,0,,,,,0,,,,Reporting dates were not provided.,,,,,Reporting dates were not provided.,,,,,,,Reporting dates were not provided.,,,,,,,2022-08-26,0,,,,,,,,,0,,,,,,
