variable.name,display.section,definition,code.list,lag,source,validity.years,notes,calculation,display.via.web
budget_lab,Budget,"Budget required for laboratory infrastructure, equipment and supplies (US Dollars)",,1,budget data collection form,2015 -,started publishing dcyear 2018,,1
budget_mdrmgt,Budget,Budget required for programme costs to treat drug-resistant TB (US Dollars),,1,budget data collection form,2015 -,started publishing dcyear 2018,,1
budget_orsrvy,Budget,Budget required for operational research and surveys (US Dollars),,1,budget data collection form,2015 -,started publishing dcyear 2018,,1
budget_oth,Budget,Budget required for all other budget line items (US Dollars),,1,budget data collection form,2015 -,started publishing dcyear 2018,,1
budget_patsup,Budget,Budget required for patient support (US Dollars),,1,budget data collection form,2015 -,started publishing dcyear 2018,,1
budget_prog,Budget,Budget required for programme costs to treat drug-susceptible TB (US Dollars),,1,budget data collection form,2015 -,started publishing dcyear 2018,,1
budget_sld,Budget,Budget required for drugs to treat drug-resistant TB (US Dollars),,1,budget data collection form,2015 -,started publishing dcyear 2018,,1
budget_staff,Budget,Budget required for National TB Programme staff (central unit staff and subnational TB staff)  (US Dollars),,1,budget data collection form,2015 -,started publishing dcyear 2018,,1
budget_tbhiv,Budget,Budget required for collaborative TB/HIV activities (US Dollars),,1,budget data collection form,2015 -,started publishing dcyear 2018,,1
budget_tot,Budget,Total budget required (US Dollars),,1,budget data collection form,2015 -,started publishing dcyear 2018,,1
budget_tpt,Budget,Budget required for TB preventive treatment: drugs (US Dollars),,1,budget data collection form,2020 -,started publishing dcyear 2020,,1
c_bc_prop_not_symptomatic,Prevalence surveys,Proportion of pulmonary bacteriologically-confirmed cases found who did not screen positive for symptoms,,,External (from prevalence survey reports and analyses),,Calculated field,bc_cxr_abn_only / (bc_symptomatic + bc_cxr_abn_only),0
c_cdr,Estimates,"Case detection rate (all forms) [also known as TB treatment coverage], percent",,,,,,,1
c_cdr_hi,Estimates,"Case detection rate (all forms) [also known as TB treatment coverage], percent, high bound",,,,,,,1
c_cdr_lo,Estimates,"Case detection rate (all forms) [also known as TB treatment coverage], percent, low bound",,,,,,,1
c_cdr_sp,Estimates,"Case detection rate (new smear-positive cases), percent",,,,,,,0
c_cdr_sp_hi,Estimates,"Case detection rate (new smear-positive cases), percent, high bound",,,,,,,0
c_cdr_sp_lo,Estimates,"Case detection rate (new smear-positive cases), percent, low bound",,,,,,,0
c_new,Notification,Total number of notified new TB patients (calculated),,0,"Total, Data collection form",,,,0
c_new_snep_tsr,Outcomes,"Treatment success rate for new pulmonary smear-negative/extrapulmonary/smear unknown/smear not done cases, percent  (not used after 2011)",,-1,"Notification, Data collection form",,calculated in view,(new_snep_cmplt) * 100 /new_snep_coh,1
c_new_sp_tsr,Outcomes,"Treatment success rate for new pulmonary smear-positive (and/or culture-positive) cases, percent  (not used after 2011)",,-1,"Notification, Data collection form",,calculated in view,(new_sp_cur + new_sp_cmplt) * 100 /new_sp_coh,1
c_new_tsr,Outcomes,"Treatment success rate for all new cases (including relapse cases if rel_with_new_flg = 1), percent",,-1,"Notification, Data collection form",,calculated in view,"2011 onwards: newrel_succ * 100 /newrel_coh

Before 2011: (new_sp_cur + new_sp_cmplt + new_snep_cmplt ) * 100 / (new_sp_coh + new_snep_coh)",1
c_newinc,Notification,Total of new and relapse cases and cases with unknown previous TB treatment history,,,"Notification, Data collection form",,Started to use this in 2014 report to calculate notification rate,,1
c_newinc_100k,Estimates,"Case notification rate, which is the total of new and relapse cases and cases with unknown previous TB treatment history per 100 000 population (calculated)",,0,"Notification, Data collection form",,Calculated in view,c_newinc * 100000 / e_pop_num,1
c_newrel_014_tsr,Outcomes,"Treatment success rate for new and relapse cases in children aged 0-14 years, percent",,-1,"Notification, Data collection form",2018 -,calculated in view; Published in 2020 data collection year for AMR and EUR countries but had been introduced in previous years and not  published,newrel_014_succ * 100 /newrel_014_coh,1
c_newrel_f_tsr,Outcomes,"Treatment success rate for new and relapse cases in females (all ages), percent",,-1,"Notification, Data collection form",2019 -,calculated in view; introduced 2021 dcyear for high TB burden countries only,newrel_f_succ * 100 /newrel_f_coh,1
c_newret,Notification,Total new and retreatment (calculated),,0,"Total, Data collection form",,,,0
c_newretoth,Notification,"Total new, retreatment, and other (calculated)",,0,"Total, Data collection form",,,,0
c_ret,Notification,Total number of notified previously-treated TB patients,,0,"Total, Data collection form",,,,0
c_ret_tsr,Outcomes,"Treatment success rate for re-treatment cases (excluding relapse cases if rel_with_new_flg = 1), percent",,-1,"Notification, Data collection form",,calculated in view,"2011 onwards: ret_nrel_succ * 100 /ret_nrel_coh

Before 2011: (ret_cur + ret_cmplt) * 100 /ret_coh",1
c_rrmdr,Notification,"Number of laboratory-confirmed cases of rifampicin-resistant TB (RR-TB) or multidrug-resistant TB (MDR-TB) identified among all TB patients (pumonary or extrapulmonary; new, previously treated or unknown treatment history)",,0,Notifications and DR surveillance data collection forms,,Calculated variable based on notifications form (2011 onwards) and DR surveillance forms,max of variables from notifications and DR surveillance (variables depend on year of data collection),0
c_sp_prop_not_symptomatic,Prevalence surveys,Proportion of pulmonary smear-positive cases found who did not screen positive for symptoms,,,External (from prevalence survey reports and analyses),,Calculated field,sp_cxr_abn_only / (sp_symptomatic + sp_cxr_abn_only),0
c_tbhiv_tsr,Outcomes,"Treatment success rate for HIV-positive TB cases, percent",,,,,,,1
c_tsr,Notification,"Treatment success rate (new smear-positive cases), percent",,,,,In earlier years answer options were 40=Yes; all patients; 41=Yes; MDR-TB patients only,,0
caseb_err_nat,Policies and services,Did the National Treatment Programme keep (or have access to) an electronic case-based database for TB patients on treatment at national level,0=No; 42=Yes (all TB patients in the country); 43=Yes (but only for MDR-TB patients countrywide); 44=Partially (transition to a case-based system is under way),0,"Strategy, Data collection form",2010 -,Option 44 added dcyear 2021,,1
cdr_cntryest,Strategy,"Country's estimate for percentage of notifiable TB cases that were actually
reported (ie country's estimate of the case detection rate)",,0,"Strategy, Data collection form",,NEW VARIABLE,,0
cf_fld,Budget,Expected funding for drugs to treat drug-susceptible TB (US Dollars),,1,budget data collection form,2015 -,started publishing dcyear 2018,,1
cf_lab,Budget,"Expected funding for laboratory infrastructure, equipment and supplies (US Dollars)",,1,budget data collection form,2015 -,started publishing dcyear 2018,,1
cf_mdrmgt,Budget,Expected funding for programme costs to treat drug-resistant TB (US Dollars),,1,budget data collection form,2015 -,started publishing dcyear 2018,,1
cf_orsrvy,Budget,Expected funding for operational research and surveys (US Dollars),,1,budget data collection form,2015 -,started publishing dcyear 2018,,1
cf_oth,Budget,Expected funding for all other budget line items (US Dollars),,1,budget data collection form,2015 -,started publishing dcyear 2018,,1
cf_patsup,Budget,Expected funding for patient support (US Dollars),,1,budget data collection form,2015 -,started publishing dcyear 2018,,1
cf_prog,Budget,Expected funding for programme costs to treat drug-susceptible TB (US Dollars),,1,budget data collection form,2015 -,started publishing dcyear 2018,,1
cf_sld,Budget,Expected funding for drugs to treat drug-resistant TB (US Dollars),,1,budget data collection form,2015 -,started publishing dcyear 2018,,1
cf_staff,Budget,Expected funding for National TB Programme staff (central unit staff and subnational TB staff)  (US Dollars),,1,budget data collection form,2015 -,started publishing dcyear 2018,,1
cf_tbhiv,Budget,Expected funding for collaborative TB/HIV activities (US Dollars),,1,budget data collection form,2015 -,started publishing dcyear 2018,,1
cf_tot,Budget,Total expected funding for all budget line items (US Dollars),,1,budget data collection form,2015 -,started publishing dcyear 2018,,1
cf_tot_domestic,Budget,"Expected funding from domestic sources, including loans (US Dollars)",,1,budget data collection form,2015 -,started publishing dcyear 2018,,1
cf_tot_gf,Budget,"Expected funding from the Global Fund to Fight AIDS, Tuberculosis and Malaria (US Dollars)",,1,budget data collection form,2015 -,started publishing dcyear 2018,,1
cf_tot_grnt,Budget,Expected funding from other sources (US Dollars),,1,budget data collection form,2015 -,started publishing dcyear 2018,,1
cf_tot_sources,Budget,Total expected funding from all sources (US Dollars),,1,budget data collection form,2015 -,started publishing dcyear 2018,,1
cf_tot_usaid,Budget,Expected funding from USAID (US Dollars),,1,budget data collection form,2015 -,started publishing dcyear 2018,,1
cf_tpt,Budget,Expected funding for TB preventive treatment drugs (US Dollars),,1,budget data collection form,2020 -,started publishing dcyear 2020,,1
cfr,Estimates,Estimated TB case fatality ratio,,0,WHO GTB,2015 -,,,1
cfr_hi,Estimates,Estimated TB case fatality ratio: high bound,,0,WHO GTB,2015 -,,,1
cfr_lo,Estimates,Estimated TB case fatality ratio: low bound,,0,WHO GTB,2015 -,,,1
cfr_pct,Estimates,Estimated TB case fatality ratio expressed as a percentage,,0,WHO GTB,2015 -,Added to public view Oct 2019,cfr * 100,1
cfr_pct_hi,Estimates,Estimated TB case fatality ratio: high bound expressed as a percentage,,0,WHO GTB,2015 -,Added to public view Oct 2019,cfr_hi * 100,1
cfr_pct_lo,Estimates,Estimated TB case fatality ratio: low bound expressed as a percentage,,0,WHO GTB,2015 -,Added to public view Oct 2019,cfr_lo * 100,1
collab_private_lab,Laboratories,Were any non-NTP laboratories in the private sector (including NGOs) collaborating with the NTP?,0=No; 1=yes,0,"Strategy, Data collection form",2012 -2014,,,1
collab_public_lab,Laboratories,Were any non-NTP laboratories in the public sector collaborating with the NTP?,0=No; 1=yes,0,"Strategy, Data collection form",2012  -2014,,,1
community_data_available,Community engagement,Are data available on community-based referrals or any form of community treatment adherence support?,0=No; 1=Yes,,"Strategy, Data collection form",2015 -,,,1
conf_mdr,Notification,Number of laboratory-confirmed MDR-TB cases identified,,0,,2012-2019,Dropped dcyear 2021,,1
conf_mdr_tx,Notification,Number of laboratory-confirmed MDR-TB patients who started treatment for MDR-TB,,0,"Notification, Data collection form",2011-2013,Variables prior to 2012 data collection were disaggregated in many different ways. Replaced in 2015 data collection year by conf_rrmdr_tx,,1
conf_rr_fqr,Notification,Number of laboratory-confirmed TB cases that are resistant to rifampicin and resistant to any fluoroquinolone (pre-XDR-TB or XDR-TB),,0,,2020 -,Introduced dcyear 2021 with new DR-TB definitions,,1
conf_rr_fqr_tx,Notification,Number of patients with laboratory-confirmed resistance to rifampicin and resistance to any fluoroquinolone (i.e. with pre-XDR-TB or XDR-TB) who started treatment for pre-XDR-TB or XDR-TB.,,0,,2020 -,Introduced dcyear 2021 with new DR-TB definitions,,1
conf_rr_nfqr,Notification,Number of laboratory-confirmed TB cases with rifampicin resistance and with no known resistance to any fluoroquinolones,,0,,2020 -,Introduced dcyear 2021 with new DR-TB definitions,,1
conf_rr_nfqr_tx,Notification,Number of patients with laboratory-confirmed resistance to rifampicin and with no known resistance to any fluoroquinolones who started treatment for MDR-TB. (This does not include patients treated for pre-XDR-TB or XDR-TB).,,0,,2020 -,Introduced dcyear 2021 with new DR-TB definitions,,1
conf_rrmdr,Notification,Number of laboratory-confirmed RR-TB or MDR-TB cases identified,,0,,2014-2019,Dropped dcyear 2021,,1
conf_rrmdr_tx,Notification,Number of laboratory-confirmed rifampicin-resistant (RR-TB) or multidrug-resistant TB (MDR-TB) patients who started treatment for MDR-TB,,0,"Notification, Data collection form",2014-2019,Introduced 2015 data collection. Dropped dcyear 2021 year to replace conf_mdr_tx,,1
conf_xdr_tx,Notification,Number of laboratory-confirmed XDR-TB patients who started treatment for XDR-TB,,0,"Notification, Data collection form",2011 -2019,Dropped dcyear 2021,,1
country,Country identification,Country or territory name,,0,WHO,,,,1
ct_ipt_all,Strategy,Number of contacts (all ages) who began IPT,,0,"Strategy, Data collection form",,,,0
ct_ipt_chld,Strategy,Number of contacts (children less than 5 years old) who began IPT,,0,"Strategy, Data collection form",,,,0
ct_tbcases_all,Strategy,Number of TB cases (all ages) identified among contacts,,0,"Strategy, Data collection form",,,,0
ct_tbcases_chld,Strategy,Number of TB cases (children less than 5 years old) identified among contacts,,0,"Strategy, Data collection form",,,,0
ctrl_alcohol,Strategy,Did the National Treatment Programme implement any specific activities for TB control for alcohol abusers?,0=No; 1=yes,0,"Strategy, Data collection form",,,,0
ctrl_diabetes,Strategy,Did the National Treatment Programme implement any specific activities for TB control for people with diabetes?,0=No; 1=yes,0,"Strategy, Data collection form",,,,0
ctrl_disaster,Strategy,Did the National Treatment Programme implement any specific activities for TB control for population movement due to natural disaster?,0=No; 1=yes,0,"Strategy, Data collection form",,,,0
ctrl_drug,Strategy,Did the National Treatment Programme implement any specific activities for TB control for injecting drug users?,0=No; 1=yes,0,"Strategy, Data collection form",,,,0
ctrl_homeless,Strategy,Did the National Treatment Programme implement any specific activities for TB control for orphaned/homeless?,0=No; 1=yes,0,"Strategy, Data collection form",,,,0
ctrl_minorities,Strategy,Did the National Treatment Programme implement any specific activities for TB control for ethnic minorities?,0=No; 1=yes,0,"Strategy, Data collection form",,,,0
ctrl_refugees,Strategy,Did the National Treatment Programme implement any specific activities for TB control for refugees/displaced people?,0=No; 1=yes,0,"Strategy, Data collection form",,,,0
ctrl_slum,Strategy,Did the National Treatment Programme implement any specific activities for TB control for slum dwellers?,0=No; 1=yes,0,"Strategy, Data collection form",,,,0
ctrl_smokers,Strategy,Did the National Treatment Programme implement any specific activities for TB control in smoking cessation services for TB patients?,0=No; 1=yes,0,"Strategy, Data collection form",,,,0
ctrl_unrest,Strategy,Did the National Treatment Programme implement any specific activities for TB control for population movement due to political unrest?,0=No; 1=yes,0,"Strategy, Data collection form",,,,0
ctrl_war,Strategy,Did the National Treatment Programme implement any specific activities for TB control for population movement due to war?,0=No; 1=yes,0,"Strategy, Data collection form",,,,0
ctrl_xborder,Strategy,Did the National Treatment Programme implement any specific activities for TB control for cross-border populations?,0=No; 1=yes,0,"Strategy, Data collection form",,,,0
cullpa_new,Drug resistance surveillance,Drug resistance surveillance: Number of new TB patients with positive identification for M. Tuberculosis complex (confirmed by culture and/or line-probe assay),,,DR surveillance data collection form,,,,0
cullpa_ret,Drug resistance surveillance,Drug resistance surveillance: Number of patients previously treated for TB with positive identification for M. Tuberculosis complex (confirmed by culture and/or line-probe assay),,,DR surveillance data collection form,,,,0
cullpa_unk,Drug resistance surveillance,Drug resistance surveillance: Number of patients with unknown TB treatment history with  positive identification for M. Tuberculosis complex (confirmed by culture and/or line-probe assay),,,DR surveillance data collection form,,,,0
culture,Laboratories,Number of sites providing TB diagnostic services using culture at the end of the reporting year,,0,"Surveys and services, Data collection form",2015 -,,,1
culture_eqa_pass,Laboratories,Number of sites providing TB diagnostic services using culture that demonstrated proficiency by panel testing in the reporting year,,0,"Surveys and services, Data collection",2020 -,Part of major revision of lab variables in dcyear 2021,,1
