country,iso3,g.whoregion,row.rank.new,year.new,source.new,all.areas.covered.new,surv.quality.new,dst.rlt.new,mdr.new,mdr.new.pcnt,mdr.new.pcnt.lo,mdr.new.pcnt.hi,dr.r.nh.new,dr.r.nh.new.pcnt,dr.r.nh.new.pcnt.lo,dr.r.nh.new.pcnt.hi,xpert.new,xpert.dr.r.new,xpert.dr.r.new.pcnt,xpert.dr.r.new.pcnt.lo,xpert.dr.r.new.pcnt.hi,r.rlt.new,rr.new,rr.new.pcnt,rr.new.pcnt.lo,rr.new.pcnt.hi,dst.rlt.hr.new,dst.rlt.hr.new.pcnt,dst.rlt.hr.new.pcnt.lo,dst.rlt.hr.new.pcnt.hi,dst.rlt.rr.new,dst.rlt.rr.new.pcnt,dst.rlt.rr.new.pcnt.lo,dst.rlt.rr.new.pcnt.hi,dr.h.nr.new,dr.h.nr.new.pcnt,dr.h.nr.new.pcnt.lo,dr.h.nr.new.pcnt.hi
Myanmar,MMR,SEA,2,2008,Survey,1,A,1071,,4.2,3.1,5.6,,0.7,0.3,1.3,,,,,,,,,,,,,,,,,,,,1.03,0.51,1.84
Myanmar,MMR,SEA,3,2003,Survey,1,A,733,,3.96,2.65,5.68,,0.68,0.22,1.59,,,,,,,,,,,,,,,,,,,,2.59,1.56,4.05
Montenegro,MNE,EUR,1,2021,Surveillance,1,A,49,0,,,,,,,,,,,,,55,0,,,,1,,,,0,,,,,,,
Montenegro,MNE,EUR,2,2020,Surveillance,1,A,26,0,,,,,,,,,,,,,29,0,,,,0,,,,0,,,,,,,
Montenegro,MNE,EUR,3,2019,Surveillance,1,A,53,0,,,,,,,,,,,,,62,0,,,,0,,,,0,,,,,,,
Montenegro,MNE,EUR,4,2018,Surveillance,1,A,57,0,,,,,,,,,,,,,60,0,,,,0,,,,0,,,,,,,
Montenegro,MNE,EUR,5,2017,Surveillance,1,A,46,0,,,,,,,,,,,,,49,0,,,,1,,,,0,,,,,,,
Montenegro,MNE,EUR,6,2016,Surveillance,1,A,50,0,,,,0,,,,0,0,,,,,,,,,,,,,,,,,3,,,
Montenegro,MNE,EUR,7,2015,Surveillance,1,A,53,0,,,,1,,,,0,0,,,,,,,,,,,,,,,,,1,,,
Montenegro,MNE,EUR,8,2014,Surveillance,1,A,63,0,,,,0,,,,0,0,,,,,,,,,,,,,,,,,0,,,
Montenegro,MNE,EUR,9,2013,Surveillance,1,A,67,0,,,,0,,,,0,0,,,,,,,,,,,,,,,,,1,,,
Montenegro,MNE,EUR,10,2012,Surveillance,1,A,58,0,,,,1,,,,0,0,,,,,,,,,,,,,,,,,2,,,
Montenegro,MNE,EUR,11,2011,Surveillance,1,A,57,1,,,,,,,,0,0,,,,,,,,,,,,,,,,,1,,,
Montenegro,MNE,EUR,12,2010,Surveillance,1,A,61,0,,,,0,,,,,,,,,,,,,,,,,,,,,,3,,,
Montenegro,MNE,EUR,13,2009,Surveillance,1,A,80,0,,,,0,,,,,,,,,,,,,,,,,,,,,,1,,,
Montenegro,MNE,EUR,14,2008,Surveillance,1,A,75,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
Montenegro,MNE,EUR,15,2007,pre-2010 TME data collection,1,A,76,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montenegro,MNE,EUR,16,2006,pre-2010 TME data collection,1,A,90,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montenegro,MNE,EUR,17,2005,Surveillance,1,A,82,0,,,,2,,,,,,,,,,,,,,,,,,,,,,0,,,
Mongolia,MNG,WPR,1,2016,Survey,1,A,1273,,,,,,,,,1156,,5.5,4.2,6.9,,,,,,,,,,,,,,,,,
Mongolia,MNG,WPR,2,2007,Survey,1,A,650,,1.4,0.7,2.5,,0.8,0.3,1.8,,,,,,,,,,,,,,,,,,,,11.2,8.9,13.9
Mongolia,MNG,WPR,3,1999,Survey,1,A,405,,0.99,0.27,2.51,,0.25,0.01,1.37,,,,,,,,,,,,,,,,,,,,14.32,11.06,18.12
Northern Mariana Islands,MNP,WPR,1,2021,Surveillance,1,A,11,0,,,,,,,,,,,,,11,0,,,,1,,,,0,,,,,,,
Northern Mariana Islands,MNP,WPR,2,2020,Surveillance,1,N,24,2,,,,,,,,,,,,,24,2,,,,3,,,,2,,,,,,,
Northern Mariana Islands,MNP,WPR,3,2019,Surveillance,1,N,24,0,,,,,,,,,,,,,24,0,,,,3,,,,0,,,,,,,
Northern Mariana Islands,MNP,WPR,4,2018,Surveillance,1,N,15,1,,,,,,,,,,,,,15,1,,,,2,,,,1,,,,,,,
Northern Mariana Islands,MNP,WPR,5,2017,Surveillance,1,A,22,0,,,,,,,,,,,,,22,0,,,,4,,,,0,,,,,,,
Northern Mariana Islands,MNP,WPR,6,2016,Surveillance,1,A,16,0,,,,0,,,,0,0,,,,,,,,,,,,,,,,,3,,,
Northern Mariana Islands,MNP,WPR,7,2014,Surveillance,1,A,19,1,,,,0,,,,0,0,,,,,,,,,,,,,,,,,1,,,
Northern Mariana Islands,MNP,WPR,8,2012,Surveillance,1,A,15,0,,,,0,,,,30,0,,,,,,,,,,,,,,,,,3,,,
Northern Mariana Islands,MNP,WPR,9,2011,Surveillance,1,A,19,0,,,,0,,,,0,0,,,,,,,,,,,,,,,,,5,,,
Northern Mariana Islands,MNP,WPR,10,2010,Surveillance,1,A,17,0,,,,0,,,,,,,,,,,,,,,,,,,,,,1,,,
Northern Mariana Islands,MNP,WPR,11,2009,Surveillance,1,A,21,0,,,,0,,,,,,,,,,,,,,,,,,,,,,1,,,
Northern Mariana Islands,MNP,WPR,12,2007,pre-2010 TME data collection,1,A,14,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Northern Mariana Islands,MNP,WPR,13,2006,Surveillance,1,A,18,2,,,,0,,,,,,,,,,,,,,,,,,,,,,1,,,
Northern Mariana Islands,MNP,WPR,14,2005,Surveillance,1,A,24,2,,,,0,,,,,,,,,,,,,,,,,,,,,,2,,,
Northern Mariana Islands,MNP,WPR,15,2004,Surveillance,1,A,21,1,,,,0,,,,,,,,,,,,,,,,,,,,,,2,,,
Northern Mariana Islands,MNP,WPR,16,2003,Surveillance,1,A,27,1,,,,1,,,,,,,,,,,,,,,,,,,,,,2,,,
Northern Mariana Islands,MNP,WPR,17,2002,Surveillance,1,A,29,0,,,,0,,,,,,,,,,,,,,,,,,,,,,4,,,
Mozambique,MOZ,AFR,1,2007,Survey,1,A,1102,,3.5,2.2,4.8,,0.2,0,0.7,,,,,,,,,,,,,,,,,,,,4.26,3.13,5.67
Mozambique,MOZ,AFR,2,1999,Survey,1,A,1028,,3.5,2.45,4.85,,1.75,1.04,2.77,,,,,,,,,,,,,,,,,,,,13.04,10.92,15.44
Mauritius,MUS,AFR,1,2019,Surveillance,1,A,110,0,,,,,,,,,,,,,110,1,,,,0,,,,1,,,,,,,
Mauritius,MUS,AFR,2,2018,Surveillance,1,N,118,1,,,,,,,,,,,,,118,1,,,,6,,,,1,,,,,,,
Mauritius,MUS,AFR,3,2017,Surveillance,1,A,105,1,,,,,,,,,,,,,105,2,,,,2,,,,2,,,,,,,
Mauritius,MUS,AFR,4,2016,Surveillance,1,A,111,2,,,,1,,,,0,0,,,,,,,,,,,,,,,,,0,,,
Mauritius,MUS,AFR,5,2015,Surveillance,1,A,119,1,,,,1,,,,0,0,,,,,,,,,,,,,,,,,1,,,
Mauritius,MUS,AFR,6,2014,Surveillance,1,A,114,0,,,,0,,,,0,0,,,,,,,,,,,,,,,,,0,,,
Mauritius,MUS,AFR,7,2013,Surveillance,1,A,118,0,,,,0,,,,0,0,,,,,,,,,,,,,,,,,4,,,
Mauritius,MUS,AFR,8,2012,Surveillance,1,A,121,0,,,,0,,,,0,0,,,,,,,,,,,,,,,,,1,,,
Mauritius,MUS,AFR,9,2011,Surveillance,1,A,100,1,,,,0,,,,0,0,,,,,,,,,,,,,,,,,2,,,
Mauritius,MUS,AFR,10,2010,Surveillance,1,A,105,1,,,,0,,,,,,,,,,,,,,,,,,,,,,2,,,
Malawi,MWI,AFR,1,2019,Survey,1,A,1466,,0.68,0.32,1.25,,,,,,,,,,1541,,2.32,1.56,3.08,,8.19,6.83,9.7,,2.04,1.38,2.9,,7.4,6.14,8.89
Malawi,MWI,AFR,2,2011,Survey,1,A,1196,,0.42,0.14,0.97,,0.33,0.06,1.5,,,,,,,,,,,,,,,,,,,,2.7,1.5,5
Malaysia,MYS,WPR,1,2021,Surveillance,1,N,10265,44,,,,,,,,,,,,,10434,95,,,,227,,,,90,,,,,,,
Malaysia,MYS,WPR,2,2019,Surveillance,1,N,11961,68,,,,,,,,,,,,,12019,142,,,,246,,,,150,,,,,,,
Malaysia,MYS,WPR,3,2014,Surveillance,1,A,4732,19,,,,54,,,,0,0,,,,,,,,,,,,,,,,,103,,,
Malaysia,MYS,WPR,1001,1997,Survey,0,A,1001,,0.1,0,0.56,,0.4,0.11,1.02,,,,,,,,,,,,,,,,,,,,1.5,0.84,2.47
Namibia,NAM,AFR,1,2015,Survey,1,A,2463,,4.3,3.4,5.1,,0.7,0.4,1,,,,,,,,,,,,,,,,,,,,7.3,6.2,8.3
Namibia,NAM,AFR,2,2008,Survey,1,A,1054,,3.8,2.7,5.1,,0.8,0.3,1.5,,,,,,,,,,,,,,,,,,,,9.7,8,11.6
New Caledonia,NCL,WPR,1,2020,Surveillance,1,N,24,0,,,,,,,,,,,,,24,0,,,,0,,,,0,,,,,,,
New Caledonia,NCL,WPR,2,2019,Surveillance,1,N,16,0,,,,,,,,,,,,,16,0,,,,1,,,,0,,,,,,,
New Caledonia,NCL,WPR,3,2018,Surveillance,1,A,23,0,,,,,,,,,,,,,23,0,,,,1,,,,0,,,,,,,
New Caledonia,NCL,WPR,4,2017,Surveillance,1,A,25,1,,,,,,,,,,,,,25,1,,,,2,,,,1,,,,,,,
New Caledonia,NCL,WPR,5,2016,Surveillance,1,A,25,0,,,,0,,,,0,0,,,,,,,,,,,,,,,,,0,,,
New Caledonia,NCL,WPR,6,2014,Surveillance,1,A,11,0,,,,0,,,,,,,,,,,,,,,,,,,,,,1,,,
New Caledonia,NCL,WPR,7,2012,Surveillance,1,A,28,0,,,,0,,,,0,0,,,,,,,,,,,,,,,,,0,,,
New Caledonia,NCL,WPR,8,2011,Surveillance,1,A,24,0,,,,0,,,,0,0,,,,,,,,,,,,,,,,,0,,,
New Caledonia,NCL,WPR,9,1996,Survey,1,A,93,,0,0,3.17,,0,0,3.17,,,,,,,,,,,,,,,,,,,,0,0,3.17
Nigeria,NGA,AFR,1,2010,Survey,1,A,1190,,2.9,2.1,4,,1.4,0.9,2.2,,,,,,,,,,,,,,,,,,,,4.3,3.3,5.5
Nicaragua,NIC,AMR,1,2020,Surveillance,1,A,1262,1,,,,,,,,,,,,,1262,18,,,,1,,,,18,,,,,,,
Nicaragua,NIC,AMR,2,2006,Survey,1,A,320,,0.63,0.08,2.24,,0.31,0.01,1.73,,,,,,,,,,,,,,,,,,,,5.94,3.61,9.12
Nicaragua,NIC,AMR,3,1998,Survey,1,A,564,,1.24,0.5,2.56,,0.53,0.11,1.55,,,,,,,,,,,,,,,,,,,,8.16,5.97,10.88
Netherlands,NLD,EUR,1,2021,Surveillance,1,N,270,7,,,,,,,,,,,,,270,8,,,,20,,,,8,,,,,,,
Netherlands,NLD,EUR,2,2020,Surveillance,1,N,243,3,,,,,,,,,,,,,244,4,,,,21,,,,4,,,,,,,
Netherlands,NLD,EUR,3,2019,Surveillance,1,A,286,6,,,,,,,,,,,,,287,7,,,,14,,,,7,,,,,,,
Netherlands,NLD,EUR,4,2018,Surveillance,1,N,326,3,,,,,,,,,,,,,326,3,,,,22,,,,3,,,,,,,
Netherlands,NLD,EUR,5,2017,Surveillance,1,A,354,5,,,,,,,,,,,,,354,6,,,,30,,,,6,,,,,,,
Netherlands,NLD,EUR,6,2016,Surveillance,1,A,343,6,,,,1,,,,,,,,,,,,,,,,,,,,,,23,,,
Netherlands,NLD,EUR,7,2015,Surveillance,1,A,368,6,,,,0,,,,,,,,,,,,,,,,,,,,,,15,,,
Netherlands,NLD,EUR,8,2014,Surveillance,1,A,327,3,,,,1,,,,,,,,,,,,,,,,,,,,,,20,,,
Netherlands,NLD,EUR,9,2013,Surveillance,1,A,349,7,,,,0,,,,,,,,,,,,,,,,,,,,,,16,,,
Netherlands,NLD,EUR,10,2012,Surveillance,1,A,628,10,,,,2,,,,,,,,,,,,,,,,,,,,,,35,,,
Netherlands,NLD,EUR,11,2011,Surveillance,1,A,694,12,,,,1,,,,,,,,,,,,,,,,,,,,,,46,,,
Netherlands,NLD,EUR,12,2010,Surveillance,1,A,743,10,,,,1,,,,,,,,,,,,,,,,,,,,,,54,,,
Netherlands,NLD,EUR,13,2009,Surveillance,1,A,719,15,,,,1,,,,,,,,,,,,,,,,,,,,,,44,,,
Netherlands,NLD,EUR,14,2008,Surveillance,1,A,696,11,,,,,,,,,,,,,,,,,,,,,,,,,,40,,,
Netherlands,NLD,EUR,15,2007,pre-2010 TME data collection,1,A,553,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Netherlands,NLD,EUR,16,2006,pre-2010 TME data collection,1,A,645,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Netherlands,NLD,EUR,17,2005,Surveillance,1,A,709,5,,,,5,,,,,,,,,,,,,,,,,,,,,,41,,,
Netherlands,NLD,EUR,18,2004,Surveillance,1,A,636,1,,,,1,,,,,,,,,,,,,,,,,,,,,,34,,,
Netherlands,NLD,EUR,19,2003,Surveillance,1,A,518,6,,,,1,,,,,,,,,,,,,,,,,,,,,,32,,,
Netherlands,NLD,EUR,20,2002,Surveillance,1,A,636,2,,,,0,,,,,,,,,,,,,,,,,,,,,,16,,,
Netherlands,NLD,EUR,21,2001,Surveillance,1,A,484,2,,,,0,,,,,,,,,,,,,,,,,,,,,,22,,,
Netherlands,NLD,EUR,22,2000,Surveillance,1,A,768,7,,,,0,,,,,,,,,,,,,,,,,,,,,,36,,,
Netherlands,NLD,EUR,23,1999,Surveillance,1,A,899,4,,,,3,,,,,,,,,,,,,,,,,,,,,,48,,,
Netherlands,NLD,EUR,24,1996,Surveillance,1,A,1042,6,,,,5,,,,,,,,,,,,,,,,,,,,,,59,,,
Norway,NOR,EUR,1,2021,Surveillance,1,A,66,6,,,,,,,,,,,,,68,6,,,,9,,,,6,,,,,,,
Norway,NOR,EUR,2,2020,Surveillance,1,A,78,1,,,,,,,,,,,,,81,2,,,,7,,,,2,,,,,,,
Norway,NOR,EUR,3,2019,Surveillance,1,N,81,1,,,,,,,,,,,,,82,1,,,,5,,,,1,,,,,,,
Norway,NOR,EUR,4,2018,Surveillance,1,A,100,4,,,,,,,,,,,,,100,6,,,,10,,,,6,,,,,,,
Norway,NOR,EUR,5,2017,Surveillance,1,A,131,6,,,,,,,,,,,,,134,6,,,,13,,,,6,,,,,,,
Norway,NOR,EUR,6,2015,Surveillance,1,A,156,4,,,,0,,,,,,,,,,,,,,,,,,,,,,9,,,
Norway,NOR,EUR,7,2014,Surveillance,1,A,213,5,,,,0,,,,,,,,,,,,,,,,,,,,,,16,,,
Norway,NOR,EUR,8,2013,Surveillance,1,A,181,4,,,,0,,,,,,,,,,,,,,,,,,,,,,14,,,
Norway,NOR,EUR,9,2012,Surveillance,1,A,250,3,,,,1,,,,,,,,,,,,,,,,,,,,,,21,,,
Norway,NOR,EUR,10,2011,Surveillance,1,A,230,3,,,,0,,,,,,,,,,,,,,,,,,,,,,24,,,
Norway,NOR,EUR,11,2010,Surveillance,1,A,225,6,,,,1,,,,,,,,,,,,,,,,,,,,,,23,,,
Norway,NOR,EUR,12,2009,Surveillance,1,A,224,8,,,,1,,,,,,,,,,,,,,,,,,,,,,13,,,
Norway,NOR,EUR,13,2008,Surveillance,1,A,180,1,,,,,,,,,,,,,,,,,,,,,,,,,,24,,,
Norway,NOR,EUR,14,2007,pre-2010 TME data collection,1,A,225,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Norway,NOR,EUR,15,2006,pre-2010 TME data collection,1,A,216,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Norway,NOR,EUR,16,2005,Surveillance,1,A,193,3,,,,0,,,,,,,,,,,,,,,,,,,,,,17,,,
Norway,NOR,EUR,17,2004,Surveillance,1,A,223,4,,,,0,,,,,,,,,,,,,,,,,,,,,,15,,,
Norway,NOR,EUR,18,2003,Surveillance,1,A,219,0,,,,1,,,,,,,,,,,,,,,,,,,,,,15,,,
Norway,NOR,EUR,19,2002,Surveillance,1,A,181,7,,,,0,,,,,,,,,,,,,,,,,,,,,,13,,,
Norway,NOR,EUR,20,2001,Surveillance,1,A,182,2,,,,0,,,,,,,,,,,,,,,,,,,,,,13,,,
Norway,NOR,EUR,21,2000,Surveillance,1,A,160,3,,,,1,,,,,,,,,,,,,,,,,,,,,,18,,,
Norway,NOR,EUR,22,1999,Surveillance,1,A,144,3,,,,0,,,,,,,,,,,,,,,,,,,,,,8,,,
Norway,NOR,EUR,23,1996,Surveillance,1,A,138,3,,,,0,,,,,,,,,,,,,,,,,,,,,,8,,,
Nepal,NPL,SEA,1,2011,Survey,1,A,664,,2.2,1.3,3.8,,0,,,,,,,,,,,,,,,,,,,,,,3.1,2,4.7
Nepal,NPL,SEA,2,2007,Survey,1,A,766,,2.87,1.8,4.35,,0,0,0.39,,,,,,,,,,,,,,,,,,,,5.48,3.95,7.41
Nepal,NPL,SEA,3,2001,Survey,1,A,755,,1.32,0.64,2.44,,0.4,0.08,1.16,,,,,,,,,,,,,,,,,,,,4.11,2.79,5.83
Nepal,NPL,SEA,4,1999,Survey,1,A,668,,3.74,2.42,5.52,,0,0,0.45,,,,,,,,,,,,,,,,,,,,3.89,2.54,5.7
Nepal,NPL,SEA,5,1996,Survey,1,A,787,,1.14,0.52,2.17,,0.51,0.14,1.3,,,,,,,,,,,,,,,,,,,,4.45,3.1,6.19
New Zealand,NZL,WPR,1,2014,Surveillance,1,A,156,2,,,,2,,,,,,,,,,,,,,,,,,,,,,10,,,
New Zealand,NZL,WPR,2,2012,Surveillance,1,A,221,2,,,,0,,,,,,,,,,,,,,,,,,,,,,14,,,
New Zealand,NZL,WPR,3,2011,Surveillance,1,A,229,1,,,,0,,,,,,,,,,,,,,,,,,,,,,14,,,
New Zealand,NZL,WPR,4,2009,Surveillance,1,A,236,6,,,,0,,,,,,,,,,,,,,,,,,,,,,15,,,
New Zealand,NZL,WPR,5,2008,Surveillance,1,A,231,0,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,
New Zealand,NZL,WPR,6,2007,Surveillance,1,A,214,0,,,,0,,,,,,,,,,,,,,,,,,,,,,16,,,
New Zealand,NZL,WPR,7,2006,Surveillance,1,A,250,1,,,,0,,,,,,,,,,,,,,,,,,,,,,16,,,
New Zealand,NZL,WPR,8,2005,Surveillance,1,A,247,1,,,,0,,,,,,,,,,,,,,,,,,,,,,15,,,
New Zealand,NZL,WPR,9,2004,Surveillance,1,A,278,2,,,,0,,,,,,,,,,,,,,,,,,,,,,23,,,
New Zealand,NZL,WPR,10,2003,Surveillance,1,A,304,1,,,,0,,,,,,,,,,,,,,,,,,,,,,26,,,
New Zealand,NZL,WPR,11,2002,Surveillance,1,A,263,3,,,,1,,,,,,,,,,,,,,,,,,,,,,23,,,
New Zealand,NZL,WPR,12,2001,Surveillance,1,A,272,0,,,,1,,,,,,,,,,,,,,,,,,,,,,17,,,
New Zealand,NZL,WPR,13,2000,Surveillance,1,A,231,1,,,,0,,,,,,,,,,,,,,,,,,,,,,19,,,
New Zealand,NZL,WPR,14,1999,Surveillance,1,A,228,2,,,,1,,,,,,,,,,,,,,,,,,,,,,11,,,
New Zealand,NZL,WPR,15,1998,Surveillance,1,A,155,2,,,,0,,,,,,,,,,,,,,,,,,,,,,16,,,
New Zealand,NZL,WPR,16,1997,Surveillance,1,A,123,1,,,,0,,,,,,,,,,,,,,,,,,,,,,12,,,
New Zealand,NZL,WPR,17,1996,Surveillance,1,A,136,0,,,,0,,,,,,,,,,,,,,,,,,,,,,6,,,
New Zealand,NZL,WPR,18,1995,Surveillance,1,A,144,2,,,,0,,,,,,,,,,,,,,,,,,,,,,4,,,
Oman,OMN,EMR,1,2021,Surveillance,1,N,144,0,,,,,,,,,,,,,144,0,,,,10,,,,0,,,,,,,
Oman,OMN,EMR,2,2020,Surveillance,1,A,218,1,,,,,,,,,,,,,218,2,,,,15,,,,2,,,,,,,
Oman,OMN,EMR,3,2019,Surveillance,1,A,299,4,,,,,,,,,,,,,299,5,,,,24,,,,5,,,,,,,
Oman,OMN,EMR,4,2018,Surveillance,1,A,159,4,,,,,,,,,,,,,174,5,,,,15,,,,5,,,,,,,
Oman,OMN,EMR,5,2017,Surveillance,1,A,189,0,,,,,,,,,,,,,189,0,,,,0,,,,0,,,,,,,
Oman,OMN,EMR,6,2016,Surveillance,1,A,206,4,,,,0,,,,7,0,,,,,,,,,,,,,,,,,10,,,
Oman,OMN,EMR,7,2014,Surveillance,1,A,231,6,,,,2,,,,0,0,,,,,,,,,,,,,,,,,15,,,
Oman,OMN,EMR,8,2013,Surveillance,1,A,224,2,,,,1,,,,0,0,,,,,,,,,,,,,,,,,12,,,
Oman,OMN,EMR,9,2012,Surveillance,1,A,248,6,,,,1,,,,0,0,,,,,,,,,,,,,,,,,10,,,
Oman,OMN,EMR,10,2011,Surveillance,1,A,219,4,,,,0,,,,0,0,,,,,,,,,,,,,,,,,7,,,
Oman,OMN,EMR,11,2010,Surveillance,1,A,185,0,,,,1,,,,,,,,,,,,,,,,,,,,,,15,,,
Oman,OMN,EMR,12,2009,Surveillance,1,A,248,4,,,,0,,,,,,,,,,,,,,,,,,,,,,17,,,
Oman,OMN,EMR,13,2007,Surveillance,1,A,145,3,,,,0,,,,,,,,,,,,,,,,,,,,,,5,,,
Oman,OMN,EMR,14,2006,Surveillance,1,A,150,2,,,,0,,,,,,,,,,,,,,,,,,,,,,5,,,
Oman,OMN,EMR,15,2005,Surveillance,1,A,125,0,,,,0,,,,,,,,,,,,,,,,,,,,,,5,,,
Oman,OMN,EMR,16,2004,Surveillance,1,A,157,0,,,,0,,,,,,,,,,,,,,,,,,,,,,3,,,
Oman,OMN,EMR,17,2003,Surveillance,1,A,153,3,,,,0,,,,,,,,,,,,,,,,,,,,,,2,,,
Oman,OMN,EMR,18,2002,Surveillance,1,A,169,2,,,,0,,,,,,,,,,,,,,,,,,,,,,3,,,
Oman,OMN,EMR,19,2001,Surveillance,1,A,171,0,,,,1,,,,,,,,,,,,,,,,,,,,,,7,,,
Oman,OMN,EMR,20,2000,Surveillance,1,A,173,6,,,,0,,,,,,,,,,,,,,,,,,,,,,4,,,
Oman,OMN,EMR,21,1999,Surveillance,1,A,133,1,,,,1,,,,,,,,,,,,,,,,,,,,,,3,,,
Pakistan,PAK,EMR,1,2013,Survey,1,A,1380,,3.7,2.5,5,,0.7,0.1,1.2,1610,,4.2,3.2,5.3,,,,,,,,,,,,,,,7.9,6.5,9.4
Panama,PAN,AMR,1,2019,Surveillance,1,N,526,5,,,,,,,,,,,,,526,22,,,,12,,,,22,,,,,,,
Peru,PER,AMR,1,2021,Surveillance,1,A,12374,337,,,,,,,,,,,,,13453,548,,,,740,,,,415,,,,,,,
Peru,PER,AMR,2,2016,Surveillance,1,A,14295,784,,,,117,,,,0,0,,,,,,,,,,,,,,,,,730,,,
Peru,PER,AMR,3,2015,Surveillance,1,A,15156,779,,,,121,,,,0,0,,,,,,,,,,,,,,,,,689,,,
Peru,PER,AMR,4,2014,Surveillance,1,A,12199,648,,,,108,,,,0,0,,,,,,,,,,,,,,,,,579,,,
Peru,PER,AMR,5,2012,Surveillance,1,A,14484,564,,,,44,,,,0,0,,,,,,,,,,,,,,,,,182,,,
Peru,PER,AMR,6,2006,Survey,1,A,1809,,5.25,4.25,6.42,,0.55,0.27,1.02,,,,,,,,,,,,,,,,,,,,6.3,5.2,7.57
Peru,PER,AMR,7,1999,Survey,1,A,1879,,3.03,2.3,3.93,,1.01,0.61,1.58,,,,,,,,,,,,,,,,,,,,6.01,4.95,7.23
Peru,PER,AMR,8,1996,Survey,1,A,1500,,2.47,1.74,3.4,,2.13,1.46,3.01,,,,,,,,,,,,,,,,,,,,5.07,3.99,6.34
Philippines,PHL,WPR,1,2019,Survey,1,A,2107,,1.2,0.8,1.9,,,,,,,,,,3078,,1.8,1.3,2.6,,9.2,7.8,10.8,,1.9,1.3,2.7,,7.9,6.8,9.3
Philippines,PHL,WPR,2,2012,Survey,1,A,2468,,1.96,1.41,2.71,,0.6,0.3,1.1,,,,,,,,,,,,,,,,,,,,12.1,10.9,13.5
Philippines,PHL,WPR,3,2004,Survey,1,A,965,,4.04,2.87,5.52,,0.52,0.17,1.21,,,,,,,,,,,,,,,,,,,,9.43,7.59,11.58
Palau,PLW,WPR,1,2020,Surveillance,1,A,8,0,,,,,,,,,,,,,8,0,,,,0,,,,0,,,,,,,
Palau,PLW,WPR,2,2019,Surveillance,1,N,6,0,,,,,,,,,,,,,6,0,,,,0,,,,0,,,,,,,
Palau,PLW,WPR,3,2018,Surveillance,1,N,12,0,,,,,,,,,,,,,12,1,,,,0,,,,1,,,,,,,
Palau,PLW,WPR,4,2017,Surveillance,1,A,19,0,,,,,,,,,,,,,19,0,,,,0,,,,0,,,,,,,
Palau,PLW,WPR,5,2016,Surveillance,1,A,17,0,,,,0,,,,0,0,,,,,,,,,,,,,,,,,0,,,
Palau,PLW,WPR,6,2013,Surveillance,1,A,7,0,,,,0,,,,0,0,,,,,,,,,,,,,,,,,0,,,
Palau,PLW,WPR,7,2012,Surveillance,1,A,3,0,,,,0,,,,0,0,,,,,,,,,,,,,,,,,0,,,
Palau,PLW,WPR,8,2011,Surveillance,1,A,8,1,,,,1,,,,0,0,,,,,,,,,,,,,,,,,0,,,
Palau,PLW,WPR,9,2010,Surveillance,1,A,11,0,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,
Papua New Guinea,PNG,WPR,1001,2014,Survey,0,A,999,,2.7,1.1,4.3,,1.4,0.8,2.3,999,,3.4,1.7,5,,,,,,,,,,,,,,,,,
Poland,POL,EUR,1,2021,Surveillance,1,A,2378,35,,,,,,,,,,,,,2381,38,,,,103,,,,38,,,,,,,
Poland,POL,EUR,2,2020,Surveillance,1,A,2017,26,,,,,,,,,,,,,2017,29,,,,89,,,,29,,,,,,,
Poland,POL,EUR,3,2019,Surveillance,1,A,3173,29,,,,,,,,,,,,,3173,32,,,,140,,,,32,,,,,,,
Poland,POL,EUR,4,2018,Surveillance,1,A,3196,31,,,,,,,,,,,,,3196,37,,,,117,,,,37,,,,,,,
Poland,POL,EUR,5,2017,Surveillance,1,A,3317,30,,,,,,,,,,,,,3317,37,,,,130,,,,37,,,,,,,
Poland,POL,EUR,6,2016,Surveillance,1,A,3660,27,,,,4,,,,,,,,,,,,,,,,,,,,,,105,,,
Poland,POL,EUR,7,2015,Surveillance,1,A,3662,19,,,,6,,,,,,,,,,,,,,,,,,,,,,105,,,
Poland,POL,EUR,8,2014,Surveillance,1,A,3885,17,,,,13,,,,,,,,,,,,,,,,,,,,,,116,,,
Poland,POL,EUR,9,2013,Surveillance,1,A,3835,19,,,,5,,,,,,,,,,,,,,,,,,,,,,118,,,
Poland,POL,EUR,10,2012,Surveillance,1,A,4118,20,,,,8,,,,,,,,,,,,,,,,,,,,,,106,,,
Poland,POL,EUR,11,2011,Surveillance,1,A,4416,23,,,,5,,,,,,,,,,,,,,,,,,,,,,118,,,
Poland,POL,EUR,12,2008,Surveillance,1,A,3758,18,,,,1,,,,,,,,,,,,,,,,,,,,,,97,,,
Poland,POL,EUR,13,2004,Surveillance,1,A,2716,8,,,,7,,,,,,,,,,,,,,,,,,,,,,83,,,
