country,iso3,g_whoregion,row_rank_ret,year_ret,source_ret,all_areas_covered_ret,surv_quality_ret,dst_rlt_ret,mdr_ret,mdr_ret_pcnt,mdr_ret_pcnt_lo,mdr_ret_pcnt_hi,dr_r_nh_ret,dr_r_nh_ret_pcnt,dr_r_nh_ret_pcnt_lo,dr_r_nh_ret_pcnt_hi,xpert_ret,xpert_dr_r_ret,xpert_dr_r_ret_pcnt,xpert_dr_r_ret_pcnt_lo,xpert_dr_r_ret_pcnt_hi,r_rlt_ret,rr_ret,rr_ret_pcnt,rr_ret_pcnt_lo,rr_ret_pcnt_hi,dst_rlt_hr_ret,dst_rlt_hr_ret_pcnt,dst_rlt_hr_ret_pcnt_lo,dst_rlt_hr_ret_pcnt_hi,dst_rlt_rr_ret,dst_rlt_rr_ret_pcnt,dst_rlt_rr_ret_pcnt_lo,dst_rlt_rr_ret_pcnt_hi,dr_h_nr_ret,dr_h_nr_ret_pcnt,dr_h_nr_ret_pcnt_lo,dr_h_nr_ret_pcnt_hi
Georgia,GEO,EUR,2,2013,Surveillance,1,A,527,201,,,,0,,,,,,,,,,,,,,,,,,,,,,52,,,
Georgia,GEO,EUR,3,2012,Surveillance,1,A,541,169,,,,3,,,,,,,,,,,,,,,,,,,,,,58,,,
Georgia,GEO,EUR,4,2011,Surveillance,1,A,675,214,,,,9,,,,,,,,,,,,,,,,,,,,,,83,,,
Georgia,GEO,EUR,5,2010,Surveillance,1,A,558,171,,,,3,,,,,,,,,,,,,,,,,,,,,,75,,,
Georgia,GEO,EUR,6,2009,Surveillance,1,A,594,185,,,,4,,,,,,,,,,,,,,,,,,,,,,85,,,
Georgia,GEO,EUR,7,2006,Survey,1,A,515,,27.38,23.04,32.29,,1.17,.43,2.54,,,,,,,,,,,,,,,,,,,,19.81,16.14,24.04
Germany,DEU,EUR,1,2015,Surveillance,1,A,154,32,,,,3,,,,,,,,,,,,,,,,,,,,,,5,,,
Germany,DEU,EUR,2,2014,Surveillance,1,A,127,22,,,,1,,,,,,,,,,,,,,,,,,,,,,12,,,
Germany,DEU,EUR,3,2013,Surveillance,1,A,118,25,,,,2,,,,,,,,,,,,,,,,,,,,,,5,,,
Germany,DEU,EUR,4,2012,Surveillance,1,A,128,12,,,,0,,,,,,,,,,,,,,,,,,,,,,13,,,
Germany,DEU,EUR,5,2011,Surveillance,1,A,136,16,,,,2,,,,,,,,,,,,,,,,,,,,,,10,,,
Germany,DEU,EUR,6,2010,Surveillance,1,A,188,14,,,,3,,,,,,,,,,,,,,,,,,,,,,19,,,
Germany,DEU,EUR,7,2009,Surveillance,1,A,182,18,,,,1,,,,,,,,,,,,,,,,,,,,,,14,,,
Germany,DEU,EUR,8,2008,Surveillance,1,A,219,24,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,
Germany,DEU,EUR,9,2007,pre-2010 TME data collection,1,A,244,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Germany,DEU,EUR,10,2006,pre-2010 TME data collection,1,A,243,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Germany,DEU,EUR,11,2005,Surveillance,1,A,251,31,,,,1,,,,,,,,,,,,,,,,,,,,,,24,,,
Germany,DEU,EUR,12,2004,Surveillance,1,A,258,36,,,,1,,,,,,,,,,,,,,,,,,,,,,29,,,
Germany,DEU,EUR,13,2003,Surveillance,1,A,312,32,,,,4,,,,,,,,,,,,,,,,,,,,,,29,,,
Germany,DEU,EUR,14,2002,Surveillance,1,A,317,30,,,,2,,,,,,,,,,,,,,,,,,,,,,35,,,
Germany,DEU,EUR,15,2001,Surveillance,1,A,499,37,,,,0,,,,,,,,,,,,,,,,,,,,,,39,,,
Germany,DEU,EUR,16,2000,Surveillance,1,A,236,14,,,,1,,,,,,,,,,,,,,,,,,,,,,23,,,
Germany,DEU,EUR,17,1999,Surveillance,1,A,248,17,,,,5,,,,,,,,,,,,,,,,,,,,,,23,,,
Germany,DEU,EUR,18,1998,Survey,1,A,263,,7.22,4.41,11.05,,0,0,1.13,,,,,,,,,,,,,,,,,,,,10.65,7.19,15.02
Germany,DEU,EUR,19,1997,Surveillance,1,A,281,27,,,,2,,,,,,,,,,,,,,,,,,,,,,21,,,
Ghana,GHA,AFR,1,2020,Surveillance,1,A,619,9,,,,,,,,,,,,,619,30,,,,11,,,,30,,,,,,,
Greece,GRC,EUR,1,2020,Surveillance,1,A,16,1,,,,,,,,,,,,,16,1,,,,1,,,,1,,,,,,,
Greece,GRC,EUR,2,2010,Surveillance,1,A,11,1,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,
Greece,GRC,EUR,3,2009,Surveillance,1,A,14,4,,,,1,,,,,,,,,,,,,,,,,,,,,,3,,,
Greece,GRC,EUR,4,2007,Surveillance,1,A,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
Guam,GUM,WPR,1,2021,Surveillance,1,A,2,0,,,,,,,,,,,,,2,0,,,,0,,,,0,,,,,,,
Guam,GUM,WPR,2,2020,Surveillance,1,A,1,0,,,,,,,,,,,,,1,0,,,,1,,,,0,,,,,,,
Guam,GUM,WPR,3,2017,Surveillance,1,A,1,1,,,,,,,,,,,,,1,1,,,,1,,,,1,,,,,,,
Guam,GUM,WPR,4,2011,Surveillance,1,A,2,0,,,,0,,,,0,0,,,,,,,,,,,,,,,,,0,,,
Guam,GUM,WPR,5,2010,Surveillance,1,A,2,0,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,
Guam,GUM,WPR,6,2009,Surveillance,1,A,1,0,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,
Guam,GUM,WPR,7,2007,pre-2010 TME data collection,1,A,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guatemala,GTM,AMR,1,2020,Surveillance,1,R,174,9,,,,,,,,,,,,,174,23,,,,33,,,,23,,,,,,,
Guatemala,GTM,AMR,2,2002,Survey,1,A,155,,26.45,19.7,34.13,,2.58,.71,6.48,,,,,,,,,,,,,,,,,,,,9.68,5.52,15.46
Honduras,HND,AMR,1,2004,Survey,1,A,73,,12.33,5.8,22.12,,8.220000000000001,3.08,17.04,,,,,,,,,,,,,,,,,,,,12.33,5.8,22.12
Hungary,HUN,EUR,1,2021,Surveillance,1,A,23,5,,,,,,,,,,,,,23,5,,,,6,,,,5,,,,,,,
Hungary,HUN,EUR,2,2020,Surveillance,1,A,21,3,,,,,,,,,,,,,21,5,,,,5,,,,5,,,,,,,
Hungary,HUN,EUR,3,2010,Surveillance,1,A,86,7,,,,0,,,,,,,,,,,,,,,,,,,,,,6,,,
Hungary,HUN,EUR,4,2009,Surveillance,1,A,49,4,,,,0,,,,,,,,,,,,,,,,,,,,,,5,,,
Iceland,ISL,EUR,1,2017,Surveillance,1,A,1,0,,,,,,,,,,,,,1,0,,,,0,,,,0,,,,,,,
Iceland,ISL,EUR,2,2014,Surveillance,1,A,1,0,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,
Iceland,ISL,EUR,3,2012,Surveillance,1,A,1,1,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,
Iceland,ISL,EUR,4,2009,Surveillance,1,A,1,0,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,
Iceland,ISL,EUR,5,2007,pre-2010 TME data collection,1,A,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iceland,ISL,EUR,6,2005,Surveillance,1,A,1,0,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,
Iceland,ISL,EUR,7,2004,Surveillance,1,A,1,0,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,
Iceland,ISL,EUR,8,2001,Surveillance,1,A,1,0,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,
Iceland,ISL,EUR,9,2000,Surveillance,1,A,1,0,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,
Iceland,ISL,EUR,10,1999,Surveillance,1,A,1,0,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,
India,IND,SEA,1,2019,Surveillance,1,R,109762,5323,,,,,,,,,,,,,131162,18100,,,,12652,,,,5654,,,,,,,
India,IND,SEA,2,2016,Survey,1,A,1893,,11.6,10.2,13.2,,,,,1896,,11.6,10,13.2,1893,,11.7,10.3,13.2,,25.1,23.1,27.1,,11.7,10.3,13.2,,,,
Iran (Islamic Republic of),IRN,EMR,1,2021,Surveillance,1,R,235,14,,,,,,,,,,,,,263,20,,,,44,,,,20,,,,,,,
Iran (Islamic Republic of),IRN,EMR,2,2016,Surveillance,1,R,434,22,,,,14,,,,0,0,,,,,,,,,,,,,,,,,24,,,
Iran (Islamic Republic of),IRN,EMR,3,2014,Survey,1,A,107,,12.4,6.2,18.5,,0,0,3.4,,,,,,,,,,,,,,,,,,,,2.8,.6,8
Iran (Islamic Republic of),IRN,EMR,4,1998,Survey,1,A,56,,48.21,34.66,61.97,,1.79,.05,9.550000000000001,,,,,,,,,,,,,,,,,,,,1.79,.05,9.550000000000001
Iraq,IRQ,EMR,1,2021,Surveillance,1,R,149,50,,,,,,,,,,,,,149,57,,,,54,,,,57,,,,,,,
Iraq,IRQ,EMR,2,2020,Surveillance,1,R,143,49,,,,,,,,,,,,,143,68,,,,67,,,,68,,,,,,,
Iraq,IRQ,EMR,3,2017,Surveillance,1,R,301,95,,,,,,,,,,,,,301,90,,,,164,,,,134,,,,,,,
Iraq,IRQ,EMR,4,2013,Survey,1,A,154,,19.7,12.5,26.8,,4.3,1.6,9.1,,,,,,,,,,,,,,,,,,,,7.9,4,13.6
Ireland,IRL,EUR,1,2021,Surveillance,1,R,4,1,,,,,,,,,,,,,4,2,,,,1,,,,2,,,,,,,
Ireland,IRL,EUR,2,2019,Surveillance,1,R,9,1,,,,,,,,,,,,,9,1,,,,1,,,,1,,,,,,,
Ireland,IRL,EUR,3,2018,Surveillance,1,R,7,0,,,,,,,,,,,,,8,1,,,,0,,,,0,,,,,,,
Ireland,IRL,EUR,4,2015,Surveillance,1,A,10,0,,,,0,,,,,,,,,,,,,,,,,,,,,,2,,,
Ireland,IRL,EUR,5,2014,Surveillance,1,A,12,0,,,,0,,,,,,,,,,,,,,,,,,,,,,1,,,
Ireland,IRL,EUR,6,2013,Surveillance,1,A,12,0,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,
Ireland,IRL,EUR,7,2012,Surveillance,1,A,17,0,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,
Ireland,IRL,EUR,8,2011,Surveillance,1,A,14,1,,,,0,,,,,,,,,,,,,,,,,,,,,,2,,,
Ireland,IRL,EUR,9,2010,Surveillance,1,A,24,0,,,,0,,,,,,,,,,,,,,,,,,,,,,2,,,
Ireland,IRL,EUR,10,2009,Surveillance,1,A,30,1,,,,0,,,,,,,,,,,,,,,,,,,,,,3,,,
Ireland,IRL,EUR,11,2007,pre-2010 TME data collection,1,A,15,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ireland,IRL,EUR,12,2006,pre-2010 TME data collection,1,A,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ireland,IRL,EUR,13,2005,Surveillance,1,A,10,1,,,,0,,,,,,,,,,,,,,,,,,,,,,1,,,
Ireland,IRL,EUR,14,2004,Surveillance,1,A,9,0,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,
Ireland,IRL,EUR,15,2003,Surveillance,1,A,10,0,,,,0,,,,,,,,,,,,,,,,,,,,,,1,,,
Ireland,IRL,EUR,16,2002,Surveillance,1,A,11,0,,,,0,,,,,,,,,,,,,,,,,,,,,,1,,,
Ireland,IRL,EUR,17,2001,Surveillance,1,A,14,1,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,
Ireland,IRL,EUR,18,2000,Surveillance,1,A,26,1,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,
Ireland,IRL,EUR,19,1999,Surveillance,1,A,22,0,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,
